,artist,date,rank,song
0,ADELE,2016-01-02,1  ,Hello
1,JUSTIN BIEBER,2016-01-02,2  ,Sorry
2,DRAKE,2016-01-02,3  ,Hotline Bling
3,JUSTIN BIEBER,2016-01-02,4  ,What Do You Mean?
4,JUSTIN BIEBER,2016-01-02,5  ,Love Yourself
5,THE WEEKND,2016-01-02,6  ,The Hills
6,SHAWN MENDES,2016-01-02,7  ,Stitches
7,ALESSIA CARA,2016-01-02,8  ,Here
8,SELENA GOMEZ,2016-01-02,9  ,Same Old Love
9,MEGHAN TRAINOR featuring JOHN LEGEND,2016-01-02,10 ,Like I'm Gonna Lose You
10,FETTY WAP featuring REMY BOYZ,2016-01-02,11 ,679
11,ELLE KING,2016-01-02,12 ,Ex's & Oh's
12,ELLIE GOULDING,2016-01-02,13 ,On My Mind
13,DRAKE & FUTURE,2016-01-02,14 ,Jumpman
14,THE WEEKND,2016-01-02,15 ,Can't Feel My Face
15,TRAVI$ SCOTT,2016-01-02,16 ,Antidote
16,MAJOR LAZER x DJ SNAKE featuring M0,2016-01-02,17 ,Lean On
17,TAYLOR SWIFT,2016-01-02,18 ,Wildest Dreams
18,THE WEEKND,2016-01-02,19 ,In The Night
19,BRYSON TILLER,2016-01-02,20 ,Don't
20,JORDAN SMITH,2016-01-02,21 ,Somebody To Love
21,MARIAH CAREY,2016-01-02,22 ,All I Want For Christmas Is You
22,POST MALONE,2016-01-02,23 ,White Iverson
23,ARIANA GRANDE,2016-01-02,24 ,Focus
24,THOMAS RHETT,2016-01-02,25 ,Die A Happy Man
25,SILENTO,2016-01-02,26 ,Watch Me
26,FETTY WAP,2016-01-02,27 ,Trap Queen
27,TWENTY ONE PILOTS,2016-01-02,28 ,Stressed Out
28,THE CHAINSMOKERS featuring ROZES,2016-01-02,29 ,Roses
29,TORY LANEZ,2016-01-02,30 ,Say It
30,DEMI LOVATO,2016-01-02,31 ,Confident
31,ONE DIRECTION,2016-01-02,32 ,Perfect
32,R. CITY featuring ADAM LEVINE,2016-01-02,33 ,Locked Away
33,SAM HUNT,2016-01-02,34 ,Break Up In A Small Town
34,FUTURE featuring DRAKE,2016-01-02,35 ,Where Ya At
35,G-EAZY & BEBE REXHA,2016-01-02,36 ,"Me, Myself & I"
36,J. COLE,2016-01-02,37 ,No Role Modelz
37,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2016-01-02,38 ,Where Are U Now
38,COLDPLAY,2016-01-02,39 ,Adventure Of A Lifetime
39,SELENA GOMEZ featuring A$AP ROCKY,2016-01-02,40 ,Good For You
40,WIZ KHALIFA featuring CHARLIE PUTH,2016-01-02,41 ,See You Again
41,FETTY WAP,2016-01-02,42 ,Again
42,OMI,2016-01-02,43 ,Cheerleader
43,BRENDA LEE,2016-01-02,44 ,Rockin' Around The Christmas Tree
44,ILOVEMEMPHIS,2016-01-02,45 ,Hit The Quan
45,ONE DIRECTION,2016-01-02,46 ,Drag Me Down
46,CAM,2016-01-02,47 ,Burning House
47,DAYA,2016-01-02,48 ,Hide Away
48,DEJ LOAF featuring BIG SEAN,2016-01-02,49 ,Back Up
49,X AMBASSADORS,2016-01-02,50 ,Renegades
50,JUSTIN BIEBER,2016-01-02,51 ,I'll Show You
51,SHAWN MENDES & CAMILA CABELLO,2016-01-02,52 ,I Know What You Did Last Summer
52,BRYSON TILLER,2016-01-02,53 ,Exchange
53,BLAKE SHELTON,2016-01-02,54 ,Gonna
54,FLO RIDA,2016-01-02,55 ,My House
55,GWEN STEFANI,2016-01-02,56 ,Used To Love You
56,MISSY ELLIOTT featuring PHARRELL WILLIAMS,2016-01-02,57 ,WTF (Where They From)
57,RUDIMENTAL featuring ED SHEERAN,2016-01-02,58 ,Lay It All On Me
58,BROTHERS OSBORNE,2016-01-02,59 ,Stay A Little Longer
59,DLOW,2016-01-02,60 ,Bet You Can't Do It Like Me
60,RACHEL PLATTEN,2016-01-02,61 ,Stand By You
61,NELLY featuring JEREMIH,2016-01-02,62 ,The Fix
62,DNCE,2016-01-02,63 ,Cake By The Ocean
63,DRAKE & FUTURE,2016-01-02,64 ,Big Rings
64,JASON ALDEAN,2016-01-02,65 ,Gonna Know We Were Here
65,DRAKE,2016-01-02,66 ,Back To Back
66,LUKE BRYAN featuring KAREN FAIRCHILD,2016-01-02,67 ,Home Alone Tonight
67,YO GOTTI,2016-01-02,68 ,Down In The DM
68,DAN + SHAY,2016-01-02,69 ,Nothin' Like You
69,JUSTIN BIEBER featuring HALSEY,2016-01-02,70 ,The Feeling
70,JANA KRAMER,2016-01-02,71 ,I Got The Boy
71,YOUNG THUG,2016-01-02,72 ,Best Friend
72,TIM McGRAW,2016-01-02,73 ,Top Of The World
73,LOCASH,2016-01-02,74 ,I Love This Life
74,CHARLIE PUTH,2016-01-02,75 ,One Call Away
75,"MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO",2016-01-02,76 ,Downtown
76,SELENA GOMEZ,2016-01-02,77 ,Hands To Myself
77,ADELE,2016-01-02,78 ,When We Were Young
78,RAE SREMMURD,2016-01-02,79 ,Come Get Her
79,LUKE BRYAN,2016-01-02,80 ,Strip It Down
80,TY DOLLA $IGN featuring FUTURE & RAE SREMMURD,2016-01-02,81 ,Blase
81,HALSEY,2016-01-02,82 ,New Americana
82,CARRIE UNDERWOOD,2016-01-02,83 ,Smoke Break
83,FALL OUT BOY,2016-01-02,84 ,Irresistible
84,JUSTIN BIEBER,2016-01-02,85 ,Purpose
85,KELSEA BALLERINI,2016-01-02,86 ,Dibs
86,LIL DICKY featuring FETTY WAP & RICH HOMIE QUAN,2016-01-02,87 ,$ave Dat Money
87,DRAKE,2016-01-02,88 ,Right Hand
88,DAWIN,2016-01-02,89 ,Dessert
89,JUSTIN BIEBER,2016-01-02,90 ,Mark My Words
90,PARMALEE,2016-01-02,91 ,Already Callin' You Mine
91,BIG SEAN featuring CHRIS BROWN & TY DOLLA $IGN,2016-01-02,92 ,Play No Games
92,GRANGER SMITH,2016-01-02,93 ,Backroad Song
93,G-EAZY,2016-01-02,94 ,Random
94,JUSTIN BIEBER,2016-01-02,95 ,Company
95,JUSTIN BIEBER featuring BIG SEAN,2016-01-02,96 ,No Pressure
96,RICK ROSS featuring CHRIS BROWN,2016-01-02,97 ,Sorry
97,G-EAZY featuring CHRIS BROWN & TORY LANEZ,2016-01-02,98 ,Drifting
98,CHRIS BROWN,2016-01-02,99 ,Liquor
99,ZAC BROWN BAND,2016-01-02,100,Beautiful Drug
0,ADELE,2016-01-09,1  ,Hello
1,JUSTIN BIEBER,2016-01-09,2  ,Sorry
2,DRAKE,2016-01-09,3  ,Hotline Bling
3,JUSTIN BIEBER,2016-01-09,4  ,Love Yourself
4,JUSTIN BIEBER,2016-01-09,5  ,What Do You Mean?
5,SELENA GOMEZ,2016-01-09,6  ,Same Old Love
6,THE WEEKND,2016-01-09,7  ,The Hills
7,ALESSIA CARA,2016-01-09,8  ,Here
8,SHAWN MENDES,2016-01-09,9  ,Stitches
9,MEGHAN TRAINOR featuring JOHN LEGEND,2016-01-09,10 ,Like I'm Gonna Lose You
10,FETTY WAP featuring REMY BOYZ,2016-01-09,11 ,679
11,THE WEEKND,2016-01-09,12 ,In The Night
12,DRAKE & FUTURE,2016-01-09,13 ,Jumpman
13,ELLIE GOULDING,2016-01-09,14 ,On My Mind
14,THE WEEKND,2016-01-09,15 ,Can't Feel My Face
15,TRAVI$ SCOTT,2016-01-09,16 ,Antidote
16,ELLE KING,2016-01-09,17 ,Ex's & Oh's
17,MARIAH CAREY,2016-01-09,18 ,All I Want For Christmas Is You
18,TWENTY ONE PILOTS,2016-01-09,19 ,Stressed Out
19,BRYSON TILLER,2016-01-09,20 ,Don't
20,THOMAS RHETT,2016-01-09,21 ,Die A Happy Man
21,POST MALONE,2016-01-09,22 ,White Iverson
22,TAYLOR SWIFT,2016-01-09,23 ,Wildest Dreams
23,JORDAN SMITH,2016-01-09,24 ,Mary Did You Know
24,MAJOR LAZER x DJ SNAKE featuring M0,2016-01-09,25 ,Lean On
25,THE CHAINSMOKERS featuring ROZES,2016-01-09,26 ,Roses
26,SILENTO,2016-01-09,27 ,Watch Me
27,TORY LANEZ,2016-01-09,28 ,Say It
28,CAM,2016-01-09,29 ,Burning House
29,DEMI LOVATO,2016-01-09,30 ,Confident
30,FETTY WAP,2016-01-09,31 ,Trap Queen
31,ONE DIRECTION,2016-01-09,32 ,Perfect
32,ARIANA GRANDE,2016-01-09,33 ,Focus
33,SAM HUNT,2016-01-09,34 ,Break Up In A Small Town
34,FUTURE featuring DRAKE,2016-01-09,35 ,Where Ya At
35,J. COLE,2016-01-09,36 ,No Role Modelz
36,R. CITY featuring ADAM LEVINE,2016-01-09,37 ,Locked Away
37,BRENDA LEE,2016-01-09,38 ,Rockin' Around The Christmas Tree
38,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2016-01-09,39 ,Where Are U Now
39,G-EAZY & BEBE REXHA,2016-01-09,40 ,"Me, Myself & I"
40,DAYA,2016-01-09,41 ,Hide Away
41,WIZ KHALIFA featuring CHARLIE PUTH,2016-01-09,42 ,See You Again
42,SELENA GOMEZ featuring A$AP ROCKY,2016-01-09,43 ,Good For You
43,COLDPLAY,2016-01-09,44 ,Adventure Of A Lifetime
44,FETTY WAP,2016-01-09,45 ,Again
45,SHAWN MENDES & CAMILA CABELLO,2016-01-09,46 ,I Know What You Did Last Summer
46,DNCE,2016-01-09,47 ,Cake By The Ocean
47,BRYSON TILLER,2016-01-09,48 ,Exchange
48,OMI,2016-01-09,49 ,Cheerleader
49,ONE DIRECTION,2016-01-09,50 ,Drag Me Down
50,FLO RIDA,2016-01-09,51 ,My House
51,ILOVEMEMPHIS,2016-01-09,52 ,Hit The Quan
52,DEJ LOAF featuring BIG SEAN,2016-01-09,53 ,Back Up
53,MISSY ELLIOTT featuring PHARRELL WILLIAMS,2016-01-09,54 ,WTF (Where They From)
54,ADELE,2016-01-09,55 ,When We Were Young
55,EMILY ANN ROBERTS,2016-01-09,56 ,Burning House
56,YO GOTTI,2016-01-09,57 ,Down In The DM
57,BROTHERS OSBORNE,2016-01-09,58 ,Stay A Little Longer
58,JUSTIN BIEBER,2016-01-09,59 ,I'll Show You
59,CHARLIE PUTH,2016-01-09,60 ,One Call Away
60,LUKE BRYAN featuring KAREN FAIRCHILD,2016-01-09,61 ,Home Alone Tonight
61,SELENA GOMEZ,2016-01-09,62 ,Hands To Myself
62,BLAKE SHELTON,2016-01-09,63 ,Gonna
63,CHRIS BROWN,2016-01-09,64 ,Back To Sleep
64,NELLY featuring JEREMIH,2016-01-09,65 ,The Fix
65,JASON ALDEAN,2016-01-09,66 ,Gonna Know We Were Here
66,GWEN STEFANI,2016-01-09,67 ,Used To Love You
67,DLOW,2016-01-09,68 ,Bet You Can't Do It Like Me
68,COLE SWINDELL,2016-01-09,69 ,You Should Be Here
69,DRAKE & FUTURE,2016-01-09,70 ,Big Rings
70,JANA KRAMER,2016-01-09,71 ,I Got The Boy
71,JORDAN SMITH,2016-01-09,72 ,Climb Every Mountain
72,LOCASH,2016-01-09,73 ,I Love This Life
73,DRAKE,2016-01-09,74 ,Back To Back
74,RUDIMENTAL featuring ED SHEERAN,2016-01-09,75 ,Lay It All On Me
75,TIM McGRAW,2016-01-09,76 ,Top Of The World
76,RACHEL PLATTEN,2016-01-09,77 ,Stand By You
77,YOUNG THUG,2016-01-09,78 ,Best Friend
78,FALL OUT BOY,2016-01-09,79 ,Irresistible
79,HALSEY,2016-01-09,80 ,New Americana
80,LIL DICKY featuring FETTY WAP & RICH HOMIE QUAN,2016-01-09,81 ,$ave Dat Money
81,JUSTIN BIEBER featuring HALSEY,2016-01-09,82 ,The Feeling
82,TY DOLLA $IGN featuring FUTURE & RAE SREMMURD,2016-01-09,83 ,Blase
83,RAE SREMMURD,2016-01-09,84 ,Come Get Her
84,DAN + SHAY,2016-01-09,85 ,Nothin' Like You
85,ANDY GRAMMER,2016-01-09,86 ,Good To Be Alive (Hallelujah)
86,KELSEA BALLERINI,2016-01-09,87 ,Dibs
87,LUKE BRYAN,2016-01-09,88 ,Strip It Down
88,"MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO",2016-01-09,89 ,Downtown
89,JORDAN SMITH & ADAM LEVINE,2016-01-09,90 ,God Only Knows
90,GRANGER SMITH,2016-01-09,91 ,Backroad Song
91,DAWIN,2016-01-09,92 ,Dessert
92,BIG SEAN featuring CHRIS BROWN & TY DOLLA $IGN,2016-01-09,93 ,Play No Games
93,DRAKE,2016-01-09,94 ,Right Hand
94,BRYSON TILLER,2016-01-09,95 ,Sorry Not Sorry
95,ZAC BROWN BAND,2016-01-09,96 ,Beautiful Drug
96,CARRIE UNDERWOOD,2016-01-09,97 ,Smoke Break
97,TORI KELLY,2016-01-09,98 ,Hollow
98,JORDAN SMITH,2016-01-09,99 ,Somebody To Love
99,JUSTIN BIEBER,2016-01-09,100,Purpose
0,ADELE,2016-01-16,1  ,Hello
1,JUSTIN BIEBER,2016-01-16,2  ,Sorry
2,JUSTIN BIEBER,2016-01-16,3  ,Love Yourself
3,DRAKE,2016-01-16,4  ,Hotline Bling
4,JUSTIN BIEBER,2016-01-16,5  ,What Do You Mean?
5,SELENA GOMEZ,2016-01-16,6  ,Same Old Love
6,ALESSIA CARA,2016-01-16,7  ,Here
7,SHAWN MENDES,2016-01-16,8  ,Stitches
8,THE WEEKND,2016-01-16,9  ,The Hills
9,MEGHAN TRAINOR featuring JOHN LEGEND,2016-01-16,10 ,Like I'm Gonna Lose You
10,MARIAH CAREY,2016-01-16,11 ,All I Want For Christmas Is You
11,DRAKE & FUTURE,2016-01-16,12 ,Jumpman
12,TWENTY ONE PILOTS,2016-01-16,13 ,Stressed Out
13,FETTY WAP featuring REMY BOYZ,2016-01-16,14 ,679
14,THE WEEKND,2016-01-16,15 ,In The Night
15,TRAVI$ SCOTT,2016-01-16,16 ,Antidote
16,ELLIE GOULDING,2016-01-16,17 ,On My Mind
17,BRYSON TILLER,2016-01-16,18 ,Don't
18,SILENTO,2016-01-16,19 ,Watch Me
19,THE CHAINSMOKERS featuring ROZES,2016-01-16,20 ,Roses
20,THE WEEKND,2016-01-16,21 ,Can't Feel My Face
21,TAYLOR SWIFT,2016-01-16,22 ,Wildest Dreams
22,ELLE KING,2016-01-16,23 ,Ex's & Oh's
23,POST MALONE,2016-01-16,24 ,White Iverson
24,THOMAS RHETT,2016-01-16,25 ,Die A Happy Man
25,TORY LANEZ,2016-01-16,26 ,Say It
26,DEMI LOVATO,2016-01-16,27 ,Confident
27,MAJOR LAZER x DJ SNAKE featuring M0,2016-01-16,28 ,Lean On
28,FETTY WAP,2016-01-16,29 ,Trap Queen
29,BRENDA LEE,2016-01-16,30 ,Rockin' Around The Christmas Tree
30,ONE DIRECTION,2016-01-16,31 ,Perfect
31,SAM HUNT,2016-01-16,32 ,Break Up In A Small Town
32,SHAWN MENDES & CAMILA CABELLO,2016-01-16,33 ,I Know What You Did Last Summer
33,ILOVEMEMPHIS,2016-01-16,34 ,Hit The Quan
34,ARIANA GRANDE,2016-01-16,35 ,Focus
35,G-EAZY & BEBE REXHA,2016-01-16,36 ,"Me, Myself & I"
36,FLO RIDA,2016-01-16,37 ,My House
37,NAT KING COLE,2016-01-16,38 ,The Christmas Song (Merry Christmas To You)
38,SELENA GOMEZ,2016-01-16,39 ,Hands To Myself
39,J. COLE,2016-01-16,40 ,No Role Modelz
40,WIZ KHALIFA featuring CHARLIE PUTH,2016-01-16,41 ,See You Again
41,DAYA,2016-01-16,42 ,Hide Away
42,DNCE,2016-01-16,43 ,Cake By The Ocean
43,FETTY WAP,2016-01-16,44 ,Again
44,FUTURE featuring DRAKE,2016-01-16,45 ,Where Ya At
45,R. CITY featuring ADAM LEVINE,2016-01-16,46 ,Locked Away
46,BOBBY HELMS,2016-01-16,47 ,Jingle Bell Rock
47,DLOW,2016-01-16,48 ,Bet You Can't Do It Like Me
48,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2016-01-16,49 ,Where Are U Now
49,CAM,2016-01-16,50 ,Burning House
50,BRYSON TILLER,2016-01-16,51 ,Exchange
51,YO GOTTI,2016-01-16,52 ,Down In The DM
52,CHRIS BROWN,2016-01-16,53 ,Back To Sleep
53,ADELE,2016-01-16,54 ,When We Were Young
54,COLDPLAY,2016-01-16,55 ,Adventure Of A Lifetime
55,DEJ LOAF featuring BIG SEAN,2016-01-16,56 ,Back Up
56,CHARLIE PUTH,2016-01-16,57 ,One Call Away
57,MISSY ELLIOTT featuring PHARRELL WILLIAMS,2016-01-16,58 ,WTF (Where They From)
58,JUSTIN BIEBER,2016-01-16,59 ,I'll Show You
59,LUKE BRYAN featuring KAREN FAIRCHILD,2016-01-16,60 ,Home Alone Tonight
60,DRAKE & FUTURE,2016-01-16,61 ,Big Rings
61,NELLY featuring JEREMIH,2016-01-16,62 ,The Fix
62,YOUNG THUG,2016-01-16,63 ,Best Friend
63,BROTHERS OSBORNE,2016-01-16,64 ,Stay A Little Longer
64,JASON ALDEAN,2016-01-16,65 ,Gonna Know We Were Here
65,RACHEL PLATTEN,2016-01-16,66 ,Stand By You
66,GWEN STEFANI,2016-01-16,67 ,Used To Love You
67,FALL OUT BOY,2016-01-16,68 ,Irresistible
68,JANA KRAMER,2016-01-16,69 ,I Got The Boy
69,LOCASH,2016-01-16,70 ,I Love This Life
70,HALSEY,2016-01-16,71 ,New Americana
71,COLE SWINDELL,2016-01-16,72 ,You Should Be Here
72,LIL DICKY featuring FETTY WAP & RICH HOMIE QUAN,2016-01-16,73 ,$ave Dat Money
73,BLAKE SHELTON,2016-01-16,74 ,Gonna
74,DAWIN,2016-01-16,75 ,Dessert
75,RAE SREMMURD,2016-01-16,76 ,Come Get Her
76,CHRIS BROWN,2016-01-16,77 ,Liquor
77,RUDIMENTAL featuring ED SHEERAN,2016-01-16,78 ,Lay It All On Me
78,DRAKE,2016-01-16,79 ,Right Hand
79,HRIS BROWN,2016-01-16,80 ,Zero
80,LINDSEY STIRLING,2016-01-16,81 ,Hallelujah
81,"MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO",2016-01-16,82 ,Downtown
82,ANDY GRAMMER,2016-01-16,83 ,Good To Be Alive (Hallelujah)
83,JUSTIN BIEBER featuring HALSEY,2016-01-16,84 ,The Feeling
84,TIM McGRAW,2016-01-16,85 ,Top Of The World
85,FETTY WAP,2016-01-16,86 ,RGF Island
86,TY DOLLA $IGN featuring FUTURE & RAE SREMMURD,2016-01-16,87 ,Blase
87,GRANGER SMITH,2016-01-16,88 ,Backroad Song
88,J BALVIN,2016-01-16,89 ,Ginza
89,BRYSON TILLER,2016-01-16,90 ,Sorry Not Sorry
90,CHRIS BROWN,2016-01-16,91 ,Little More (Royalty)
91,ZAC BROWN BAND,2016-01-16,92 ,Beautiful Drug
92,BIG SEAN featuring CHRIS BROWN & TY DOLLA $IGN,2016-01-16,93 ,Play No Games
93,KEVIN GATES,2016-01-16,94 ,Really Really
94,JUSTIN BIEBER,2016-01-16,95 ,Purpose
95,TORI KELLY,2016-01-16,96 ,Hollow
96,KELSEA BALLERINI,2016-01-16,97 ,Dibs
97,JAMES BAY,2016-01-16,98 ,Let It Go
98,FUTURE,2016-01-16,99 ,Stick Talk
99,JASON DERULO,2016-01-16,100,Get Ugly
0,ADELE,2016-01-23,1  ,Hello
1,JUSTIN BIEBER,2016-01-23,2  ,Sorry
2,JUSTIN BIEBER,2016-01-23,3  ,Love Yourself
3,DRAKE,2016-01-23,4  ,Hotline Bling
4,JUSTIN BIEBER,2016-01-23,5  ,What Do You Mean?
5,SHAWN MENDES,2016-01-23,6  ,Stitches
6,SELENA GOMEZ,2016-01-23,7  ,Same Old Love
7,ALESSIA CARA,2016-01-23,8  ,Here
8,TWENTY ONE PILOTS,2016-01-23,9  ,Stressed Out
9,MEGHAN TRAINOR featuring JOHN LEGEND,2016-01-23,10 ,Like I'm Gonna Lose You
10,THE WEEKND,2016-01-23,11 ,The Hills
11,FETTY WAP featuring REMY BOYZ,2016-01-23,12 ,679
12,DRAKE & FUTURE,2016-01-23,13 ,Jumpman
13,ELLE KING,2016-01-23,14 ,Ex's & Oh's
14,POST MALONE,2016-01-23,15 ,White Iverson
15,ELLIE GOULDING,2016-01-23,16 ,On My Mind
16,TRAVI$ SCOTT,2016-01-23,17 ,Antidote
17,TAYLOR SWIFT,2016-01-23,18 ,Wildest Dreams
18,SILENTO,2016-01-23,19 ,Watch Me
19,THE WEEKND,2016-01-23,20 ,In The Night
20,BRYSON TILLER,2016-01-23,21 ,Don't
21,THE CHAINSMOKERS featuring ROZES,2016-01-23,22 ,Roses
22,DEMI LOVATO,2016-01-23,23 ,Confident
23,THE WEEKND,2016-01-23,24 ,Can't Feel My Face
24,THOMAS RHETT,2016-01-23,25 ,Die A Happy Man
25,ONE DIRECTION,2016-01-23,26 ,Perfect
26,FETTY WAP,2016-01-23,27 ,Trap Queen
27,SHAWN MENDES & CAMILA CABELLO,2016-01-23,28 ,I Know What You Did Last Summer
28,SAM HUNT,2016-01-23,29 ,Break Up In A Small Town
29,WIZ KHALIFA featuring CHARLIE PUTH,2016-01-23,30 ,See You Again
30,DAYA,2016-01-23,31 ,Hide Away
31,TORY LANEZ,2016-01-23,32 ,Say It
32,MAJOR LAZER x DJ SNAKE featuring M0,2016-01-23,33 ,Lean On
33,FLO RIDA,2016-01-23,34 ,My House
34,G-EAZY & BEBE REXHA,2016-01-23,35 ,"Me, Myself & I"
35,CHARLIE PUTH,2016-01-23,36 ,One Call Away
36,ILOVEMEMPHIS,2016-01-23,37 ,Hit The Quan
37,FETTY WAP,2016-01-23,38 ,Again
38,ARIANA GRANDE,2016-01-23,39 ,Focus
39,R. CITY featuring ADAM LEVINE,2016-01-23,40 ,Locked Away
40,DNCE,2016-01-23,41 ,Cake By The Ocean
41,SELENA GOMEZ,2016-01-23,42 ,Hands To Myself
42,J. COLE,2016-01-23,43 ,No Role Modelz
43,CAM,2016-01-23,44 ,Burning House
44,FUTURE featuring DRAKE,2016-01-23,45 ,Where Ya At
45,BRYSON TILLER,2016-01-23,46 ,Exchange
46,ADELE,2016-01-23,47 ,When We Were Young
47,YO GOTTI,2016-01-23,48 ,Down In The DM
48,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2016-01-23,49 ,Where Are U Now
49,RACHEL PLATTEN,2016-01-23,50 ,Stand By You
50,DLOW,2016-01-23,51 ,Bet You Can't Do It Like Me
51,DEJ LOAF featuring BIG SEAN,2016-01-23,52 ,Back Up
52,LUKE BRYAN featuring KAREN FAIRCHILD,2016-01-23,53 ,Home Alone Tonight
53,COLDPLAY,2016-01-23,54 ,Adventure Of A Lifetime
54,FALL OUT BOY,2016-01-23,55 ,Irresistible
55,JASON ALDEAN,2016-01-23,56 ,Gonna Know We Were Here
56,DRAKE & FUTURE,2016-01-23,57 ,Big Rings
57,JUSTIN BIEBER,2016-01-23,58 ,I'll Show You
58,CHRIS BROWN,2016-01-23,59 ,Back To Sleep
59,HALSEY,2016-01-23,60 ,New Americana
60,BROTHERS OSBORNE,2016-01-23,61 ,Stay A Little Longer
61,ANDY GRAMMER,2016-01-23,62 ,Good To Be Alive (Hallelujah)
62,MISSY ELLIOTT featuring PHARRELL WILLIAMS,2016-01-23,63 ,WTF (Where They From)
63,JANA KRAMER,2016-01-23,64 ,I Got The Boy
64,LOCASH,2016-01-23,65 ,I Love This Life
65,DRAKE,2016-01-23,66 ,Right Hand
66,YOUNG THUG,2016-01-23,67 ,Best Friend
67,GWEN STEFANI,2016-01-23,68 ,Used To Love You
68,NELLY featuring JEREMIH,2016-01-23,69 ,The Fix
69,JASON DERULO,2016-01-23,70 ,Get Ugly
70,RAE SREMMURD,2016-01-23,71 ,Come Get Her
71,"MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO",2016-01-23,72 ,Downtown
72,DAWIN,2016-01-23,73 ,Dessert
73,FETTY WAP,2016-01-23,74 ,RGF Island
74,BLAKE SHELTON,2016-01-23,75 ,Gonna
75,KELSEA BALLERINI,2016-01-23,76 ,Dibs
76,BRYSON TILLER,2016-01-23,77 ,Sorry Not Sorry
77,LIL DICKY featuring FETTY WAP & RICH HOMIE QUAN,2016-01-23,78 ,$ave Dat Money
78,KEVIN GATES,2016-01-23,79 ,Really Really
79,TORI KELLY,2016-01-23,80 ,Hollow
80,ZAC BROWN BAND,2016-01-23,81 ,Beautiful Drug
81,GRANGER SMITH,2016-01-23,82 ,Backroad Song
82,TY DOLLA $IGN featuring FUTURE & RAE SREMMURD,2016-01-23,83 ,Blase
83,TIM McGRAW,2016-01-23,84 ,Top Of The World
84,2 CHAINZ,2016-01-23,85 ,Watch Out
85,JUSTIN BIEBER,2016-01-23,86 ,Purpose
86,CARRIE UNDERWOOD,2016-01-23,87 ,Smoke Break
87,RUDIMENTAL featuring ED SHEERAN,2016-01-23,88 ,Lay It All On Me
88,CHRIS BROWN,2016-01-23,89 ,Liquor
89,JAMES BAY,2016-01-23,90 ,Let It Go
90,FUTURE,2016-01-23,91 ,Stick Talk
91,ERIC CHURCH,2016-01-23,92 ,Mr. Misunderstood
92,JUSTIN BIEBER featuring HALSEY,2016-01-23,93 ,The Feeling
93,KEITH URBAN,2016-01-23,94 ,Break On Me.
94,HRIS BROWN,2016-01-23,95 ,Zero
95,FETTY WAP featuring MONTY,2016-01-23,96 ,Jugg
96,COLE SWINDELL,2016-01-23,97 ,You Should Be Here
97,RANDY HOUSER,2016-01-23,98 ,We Went
98,FLORIDA GEORGIA LINE,2016-01-23,99 ,Confession
99,BIG SEAN featuring CHRIS BROWN & TY DOLLA $IGN,2016-01-23,100,Play No Games
0,JUSTIN BIEBER,2016-01-30,1  ,Sorry
1,ADELE,2016-01-30,2  ,Hello
2,JUSTIN BIEBER,2016-01-30,3  ,Love Yourself
3,DRAKE,2016-01-30,4  ,Hotline Bling
4,TWENTY ONE PILOTS,2016-01-30,5  ,Stressed Out
5,SELENA GOMEZ,2016-01-30,6  ,Same Old Love
6,SHAWN MENDES,2016-01-30,7  ,Stitches
7,JUSTIN BIEBER,2016-01-30,8  ,What Do You Mean?
8,ALESSIA CARA,2016-01-30,9  ,Here
9,MEGHAN TRAINOR featuring JOHN LEGEND,2016-01-30,10 ,Like I'm Gonna Lose You
10,THE WEEKND,2016-01-30,11 ,The Hills
11,DRAKE & FUTURE,2016-01-30,12 ,Jumpman
12,THE CHAINSMOKERS featuring ROZES,2016-01-30,13 ,Roses
13,POST MALONE,2016-01-30,14 ,White Iverson
14,ELLIE GOULDING,2016-01-30,15 ,On My Mind
15,THE WEEKND,2016-01-30,16 ,In The Night
16,BRYSON TILLER,2016-01-30,17 ,Don't
17,FETTY WAP featuring REMY BOYZ,2016-01-30,18 ,679
18,TRAVI$ SCOTT,2016-01-30,19 ,Antidote
19,ELLE KING,2016-01-30,20 ,Ex's & Oh's
20,TAYLOR SWIFT,2016-01-30,21 ,Wildest Dreams
21,SHAWN MENDES & CAMILA CABELLO,2016-01-30,22 ,I Know What You Did Last Summer
22,THOMAS RHETT,2016-01-30,23 ,Die A Happy Man
23,THE WEEKND,2016-01-30,24 ,Can't Feel My Face
24,DEMI LOVATO,2016-01-30,25 ,Confident
25,DNCE,2016-01-30,26 ,Cake By The Ocean
26,SILENTO,2016-01-30,27 ,Watch Me
27,ONE DIRECTION,2016-01-30,28 ,Perfect
28,G-EAZY & BEBE REXHA,2016-01-30,29 ,"Me, Myself & I"
29,TORY LANEZ,2016-01-30,30 ,Say It
30,MAJOR LAZER x DJ SNAKE featuring M0,2016-01-30,31 ,Lean On
31,FLO RIDA,2016-01-30,32 ,My House
32,DAYA,2016-01-30,33 ,Hide Away
