,week,twitter_per_hour,pos_rate,neg_rate,ratio_pos_neg,favorite_rate,current_rank,date_period,Song_ID,Song_IDN,past_rank_1,past_rank_2,past_rank_3,past_rank_4,past_rank_5,past_rank_6,past_rank_7,past_rank_8,past_rank_9,next_rank
0,1373,0.0119047619048,1.0,0.0,3.0,0.0,20,2016-04-17 ~ 2016-04-23,Roses%THE CHAINSMOKERS ,102,16,17,14,13,10,9,9,9,6,26
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,45,2016-04-03 ~ 2016-04-09,Same Old Love%SELENA GOMEZ,103,35,26,20,17,18,15,8,7,5,48
0,1372,0.930301240402,0.571428571429,0.0,9.0,0.642857142857,48,2016-04-10 ~ 2016-04-16,Same Old Love%SELENA GOMEZ,103,45,35,26,20,17,18,15,8,7,101
1,1373,1.11733288502,0.0,0.0,1.0,2.04166666667,101,2016-04-17 ~ 2016-04-23,Same Old Love%SELENA GOMEZ,103,48,45,35,26,20,17,18,15,8,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,90,2016-04-03 ~ 2016-04-09,Saved%TY DOLLA $IGN ,104,95,90,93,101,101,101,101,101,101,89
0,1372,10.432941888,0.121739130435,0.0260869565217,3.75,1.70434782609,89,2016-04-10 ~ 2016-04-16,Saved%TY DOLLA $IGN ,104,90,95,90,93,101,101,101,101,101,83
1,1373,8.36048994269,0.161290322581,0.0645161290323,2.2,0.41935483871,83,2016-04-17 ~ 2016-04-23,Saved%TY DOLLA $IGN ,104,89,90,95,90,93,101,101,101,101,91
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,37,2016-04-03 ~ 2016-04-09,Say It%TORY LANEZ,105,30,32,27,30,29,27,27,23,26,38
0,1372,2.32258064516,1.0,0.0,5.0,0.0,38,2016-04-10 ~ 2016-04-16,Say It%TORY LANEZ,105,37,30,32,27,30,29,27,27,23,42
1,1373,0.205125283116,1.0,0.0,5.0,0.0,42,2016-04-17 ~ 2016-04-23,Say It%TORY LANEZ,105,38,37,30,32,27,30,29,27,27,101
0,1372,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,See You Again%WIZ KHALIFA ,106,101,101,49,45,44,45,45,41,37,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,See You Again%WIZ KHALIFA ,106,101,49,45,44,45,45,41,37,38,101
0,1373,0.333549522839,0.0,0.0,1.0,0.666666666667,101,2016-04-17 ~ 2016-04-23,See You Again%WIZ KHALIFA ,106,101,101,101,49,45,44,45,45,41,101
0,1373,0.00595238095238,0.0,0.0,1.0,0.0,55,2016-04-17 ~ 2016-04-23,Snapback%OLD DOMINION,107,60,64,62,70,71,79,82,88,100,52
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,64,2016-04-03 ~ 2016-04-09,Snapback%OLD DOMINION,107,62,70,71,79,82,88,100,101,101,60
0,1372,0.0119047619048,0.0,0.0,1.0,1.0,60,2016-04-10 ~ 2016-04-16,Snapback%OLD DOMINION,107,64,62,70,71,79,82,88,100,101,55
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,72,2016-04-03 ~ 2016-04-09,Something In The Way You Move%ELLIE GOULDING,108,52,53,43,62,66,70,81,101,101,87
0,1372,2.0903947173,0.0232558139535,0.0,2.0,2.97674418605,87,2016-04-10 ~ 2016-04-16,Something In The Way You Move%ELLIE GOULDING,108,72,52,53,43,62,66,70,81,101,96
1,1373,8.87269609944,0.0,0.0,1.0,0.0,96,2016-04-17 ~ 2016-04-23,Something In The Way You Move%ELLIE GOULDING,108,87,72,52,53,43,62,66,70,81,101
0,1372,0.00595238095238,0.0,0.0,1.0,0.0,97,2016-04-10 ~ 2016-04-16,Something New%ZENDAYA ,109,93,96,101,101,101,101,101,101,101,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,93,2016-04-03 ~ 2016-04-09,Something New%ZENDAYA ,109,96,101,101,101,101,101,101,101,101,97
0,1373,0.728903029865,1.0,0.0,15.0,2.64285714286,101,2016-04-17 ~ 2016-04-23,Something New%ZENDAYA ,109,97,93,96,101,101,101,101,101,101,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,59,2016-04-03 ~ 2016-04-09,Somewhere On A Beach%DIERKS BENTLEY,110,61,68,78,87,100,101,98,101,101,54
1,1372,0.00595238095238,0.0,0.0,1.0,0.0,54,2016-04-10 ~ 2016-04-16,Somewhere On A Beach%DIERKS BENTLEY,110,59,61,68,78,87,100,101,98,101,43
2,1373,0.00595238095238,0.0,0.0,1.0,0.0,43,2016-04-17 ~ 2016-04-23,Somewhere On A Beach%DIERKS BENTLEY,110,54,59,61,68,78,87,100,101,98,39
0,1372,0.00595238095238,0.0,0.0,1.0,0.0,99,2016-04-10 ~ 2016-04-16,Sorry Not Sorry%BRYSON TILLER,111,95,99,93,86,84,80,83,77,67,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,95,2016-04-03 ~ 2016-04-09,Sorry Not Sorry%BRYSON TILLER,111,99,93,86,84,80,83,77,67,74,99
0,1373,0.0119047619048,1.0,0.0,3.0,0.0,101,2016-04-17 ~ 2016-04-23,Sorry Not Sorry%BRYSON TILLER,111,99,95,99,93,86,84,80,83,77,101
0,1373,0.00595238095238,0.0,0.0,1.0,0.0,13,2016-04-17 ~ 2016-04-23,Sorry%JUSTIN BIEBER,112,11,8,8,5,4,4,3,3,2,14
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,8,2016-04-03 ~ 2016-04-09,Sorry%JUSTIN BIEBER,112,8,5,4,4,3,3,2,1,1,11
0,1372,0.00595238095238,0.0,0.0,1.0,1.0,11,2016-04-10 ~ 2016-04-16,Sorry%JUSTIN BIEBER,112,8,8,5,4,4,3,3,2,1,13
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,61,2016-04-03 ~ 2016-04-09,Stand By You%RACHEL PLATTEN,113,47,42,41,41,37,37,37,42,46,77
1,1372,0.00595238095238,0.0,0.0,1.0,0.0,77,2016-04-10 ~ 2016-04-16,Stand By You%RACHEL PLATTEN,113,61,47,42,41,41,37,37,37,42,75
2,1373,0.00595238095238,0.0,0.0,1.0,0.0,75,2016-04-17 ~ 2016-04-23,Stand By You%RACHEL PLATTEN,113,77,61,47,42,41,41,37,37,37,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Stay A Little Longer%BROTHERS OSBORNE,114,101,101,101,76,71,65,50,46,54,101
0,1372,185.746797581,0.00126023944549,0.996849401386,0.00189513581807,1.13925645873,101,2016-04-10 ~ 2016-04-16,Stay A Little Longer%BROTHERS OSBORNE,114,101,101,101,101,76,71,65,50,46,101
1,1373,39.9640845645,0.0132352941176,0.897058823529,0.0163666121113,1.16323529412,101,2016-04-17 ~ 2016-04-23,Stay A Little Longer%BROTHERS OSBORNE,114,101,101,101,101,101,76,71,65,50,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,20,2016-04-03 ~ 2016-04-09,Stitches%SHAWN MENDES,115,17,17,16,13,10,11,11,6,8,22
0,1372,21.4739272657,0.0,0.0,1.0,0.0,22,2016-04-10 ~ 2016-04-16,Stitches%SHAWN MENDES,115,20,17,17,16,13,10,11,11,6,23
1,1373,2.5449997281,0.0,0.0,1.0,0.0,23,2016-04-17 ~ 2016-04-23,Stitches%SHAWN MENDES,115,22,20,17,17,16,13,10,11,11,27
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,4,2016-04-03 ~ 2016-04-09,Stressed Out%TWENTY ONE PILOTS,116,3,3,3,3,2,4,3,4,4,5
1,1372,0.00595238095238,0.0,0.0,1.0,0.0,5,2016-04-10 ~ 2016-04-16,Stressed Out%TWENTY ONE PILOTS,116,4,3,3,3,3,2,4,3,4,7
2,1373,0.00595238095238,0.0,0.0,1.0,0.0,7,2016-04-17 ~ 2016-04-23,Stressed Out%TWENTY ONE PILOTS,116,5,4,3,3,3,3,2,4,3,11
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,51,2016-04-03 ~ 2016-04-09,Sugar%ROBIN SCHULZ ,117,44,45,47,56,57,60,54,58,68,63
0,1372,4.11833563903,0.372093023256,0.046511627907,5.66666666667,0.581395348837,63,2016-04-10 ~ 2016-04-16,Sugar%ROBIN SCHULZ ,117,51,44,45,47,56,57,60,54,58,68
1,1373,13.0314743236,0.635593220339,0.0127118644068,37.75,1.80508474576,68,2016-04-17 ~ 2016-04-23,Sugar%ROBIN SCHULZ ,117,63,51,44,45,47,56,57,60,54,82
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,31,2016-04-03 ~ 2016-04-09,Summer Sixteen%DRAKE,118,29,30,32,31,26,6,101,101,101,33
0,1372,2.68976395384,0.0,0.037037037037,0.5,0.37037037037,33,2016-04-10 ~ 2016-04-16,Summer Sixteen%DRAKE,118,31,29,30,32,31,26,6,101,101,36
1,1373,2.64608599779,0.0,0.03125,0.5,0.09375,36,2016-04-17 ~ 2016-04-23,Summer Sixteen%DRAKE,118,33,31,29,30,32,31,26,6,101,45
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,80,2016-04-03 ~ 2016-04-09,T-Shirt%THOMAS RHETT,119,84,92,101,101,101,101,101,101,101,74
0,1372,14.6752423227,0.0444444444444,0.0,3.0,0.377777777778,74,2016-04-10 ~ 2016-04-16,T-Shirt%THOMAS RHETT,119,80,84,92,101,101,101,101,101,101,63
1,1373,2.10813976186,0.111111111111,0.0,5.0,0.972222222222,63,2016-04-17 ~ 2016-04-23,T-Shirt%THOMAS RHETT,119,74,80,84,92,101,101,101,101,101,63
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Team%IGGY AZALEA,120,101,101,101,101,101,101,101,101,101,42
0,1372,0.0119047619048,0.0,1.0,0.333333333333,0.0,42,2016-04-10 ~ 2016-04-16,Team%IGGY AZALEA,120,101,101,101,101,101,101,101,101,101,71
1,1373,0.249571049758,0.0,0.0,1.0,0.75,71,2016-04-17 ~ 2016-04-23,Team%IGGY AZALEA,120,42,101,101,101,101,101,101,101,101,65
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,92,2016-04-03 ~ 2016-04-09,That Don't Sound Like You%LEE BRICE,121,93,88,92,98,101,101,101,101,101,90
0,1372,103.919975627,0.591908531223,0.0184696569921,30.6363636364,7.33069481091,90,2016-04-10 ~ 2016-04-16,That Don't Sound Like You%LEE BRICE,121,92,93,88,92,98,101,101,101,101,64
1,1373,309.071072319,0.067776096823,0.00590015128593,11.225,3.94765506808,64,2016-04-17 ~ 2016-04-23,That Don't Sound Like You%LEE BRICE,121,90,92,93,88,92,98,101,101,101,69
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,The Fix%NELLY ,122,101,101,101,101,97,87,74,66,66,101
0,1372,120.369931231,0.234042553191,0.0141843971631,14.7777777778,1.42730496454,101,2016-04-10 ~ 2016-04-16,The Fix%NELLY ,122,101,101,101,101,101,97,87,74,66,101
1,1373,14.266780395,0.251655629139,0.0165562913907,12.8333333333,1.62913907285,101,2016-04-17 ~ 2016-04-23,The Fix%NELLY ,122,101,101,101,101,101,101,97,87,74,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,25,2016-04-03 ~ 2016-04-09,The Hills%THE WEEKND,123,24,21,22,27,25,23,21,18,14,28
0,1372,38.6670669469,0.978260869565,0.0186335403727,45.1428571429,0.251552795031,28,2016-04-10 ~ 2016-04-16,The Hills%THE WEEKND,123,25,24,21,22,27,25,23,21,18,33
1,1373,24.6624542734,0.994174757282,0.00582524271845,128.25,0.219417475728,33,2016-04-17 ~ 2016-04-23,The Hills%THE WEEKND,123,28,25,24,21,22,27,25,23,21,42
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,73,2016-04-03 ~ 2016-04-09,The Sound Of Silence%DISTURBED,124,76,81,88,101,101,101,101,101,101,69
0,1372,0.624256837099,0.0,0.0,1.0,0.0,69,2016-04-10 ~ 2016-04-16,The Sound Of Silence%DISTURBED,124,73,76,81,88,101,101,101,101,101,51
1,1373,1.0749477456,0.111111111111,0.0,2.0,0.0,51,2016-04-17 ~ 2016-04-23,The Sound Of Silence%DISTURBED,124,69,73,76,81,88,101,101,101,101,49
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,68,2016-04-03 ~ 2016-04-09,Think Of You%CHRIS YOUNG duet with CASSADEE POPE,125,64,69,74,86,101,101,101,101,101,57
0,1372,1.09157064888,1.0,0.0,8.0,0.0,57,2016-04-10 ~ 2016-04-16,Think Of You%CHRIS YOUNG duet with CASSADEE POPE,125,68,64,69,74,86,101,101,101,101,53
1,1373,1.672668138,1.0,0.0,29.0,0.0,53,2016-04-17 ~ 2016-04-23,Think Of You%CHRIS YOUNG duet with CASSADEE POPE,125,57,68,64,69,74,86,101,101,101,41
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Til It Happens To You%LADY GAGA,126,101,95,101,101,101,101,101,101,101,101
1,1372,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Til It Happens To You%LADY GAGA,126,101,101,95,101,101,101,101,101,101,101
2,1373,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Til It Happens To You%LADY GAGA,126,101,101,101,95,101,101,101,101,101,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,63,2016-04-03 ~ 2016-04-09,Try Everything%SHAKIRA,127,66,101,101,101,101,101,101,101,101,86
1,1372,0.00595238095238,0.0,0.0,1.0,0.0,86,2016-04-10 ~ 2016-04-16,Try Everything%SHAKIRA,127,63,66,101,101,101,101,101,101,101,65
2,1373,0.00595238095238,0.0,0.0,1.0,0.0,65,2016-04-17 ~ 2016-04-23,Try Everything%SHAKIRA,127,86,63,66,101,101,101,101,101,101,75
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Untitled 02 I 06.23.2014.%KENDRICK LAMAR,128,79,101,101,101,101,101,101,101,101,101
0,1372,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Untitled 02 I 06.23.2014.%KENDRICK LAMAR,128,101,79,101,101,101,101,101,101,101,101
1,1373,0.0119047619048,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Untitled 02 I 06.23.2014.%KENDRICK LAMAR,128,101,101,79,101,101,101,101,101,101,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Untitled 07 I 2014-2016%KENDRICK LAMAR,129,90,101,101,101,101,101,101,101,101,101
0,1372,0.710919192185,0.133333333333,0.0,3.0,0.133333333333,101,2016-04-10 ~ 2016-04-16,Untitled 07 I 2014-2016%KENDRICK LAMAR,129,101,90,101,101,101,101,101,101,101,101
1,1373,0.472921935039,0.25,0.0,2.0,0.25,101,2016-04-17 ~ 2016-04-23,Untitled 07 I 2014-2016%KENDRICK LAMAR,129,101,101,90,101,101,101,101,101,101,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Uptown Funk!%MARK RONSON ,130,101,101,101,22,101,101,101,101,101,101
1,1372,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Uptown Funk!%MARK RONSON ,130,101,101,101,101,22,101,101,101,101,101
2,1373,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Uptown Funk!%MARK RONSON ,130,101,101,101,101,101,22,101,101,101,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,WTF (Where They From)%MISSY ELLIOTT ,131,101,101,101,101,92,95,84,77,73,101
1,1372,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,WTF (Where They From)%MISSY ELLIOTT ,131,101,101,101,101,101,92,95,84,77,101
2,1373,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,WTF (Where They From)%MISSY ELLIOTT ,131,101,101,101,101,101,101,92,95,84,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Walking On A Dream%EMPIRE OF THE SUN,132,101,99,90,101,101,89,65,82,101,101
0,1372,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Walking On A Dream%EMPIRE OF THE SUN,132,101,101,99,90,101,101,89,65,82,101
1,1373,0.352948097022,0.0,0.0,1.0,0.2,101,2016-04-17 ~ 2016-04-23,Walking On A Dream%EMPIRE OF THE SUN,132,101,101,101,99,90,101,101,89,65,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Watch Me%SILENTO,133,101,101,101,101,47,38,39,28,29,101
0,1372,0.304736106996,0.333333333333,0.0,3.0,0.666666666667,101,2016-04-10 ~ 2016-04-16,Watch Me%SILENTO,133,101,101,101,101,101,47,38,39,28,101
1,1373,0.372126678123,0.25,0.0,3.0,1.125,101,2016-04-17 ~ 2016-04-23,Watch Me%SILENTO,133,101,101,101,101,101,101,47,38,39,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Watch Out%2 CHAINZ,134,91,98,89,91,77,74,64,88,85,101
0,1372,3.10344827586,0.0,0.0,1.0,0.2,101,2016-04-10 ~ 2016-04-16,Watch Out%2 CHAINZ,134,101,91,98,89,91,77,74,64,88,101
1,1373,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Watch Out%2 CHAINZ,134,101,101,91,98,89,91,77,74,64,101
0,1372,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,We Went%RANDY HOUSER,135,91,75,60,63,71,72,72,72,90,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,91,2016-04-03 ~ 2016-04-09,We Went%RANDY HOUSER,135,75,60,63,71,72,72,72,90,93,101
0,1373,3.16066725198,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,We Went%RANDY HOUSER,135,101,91,75,60,63,71,72,72,72,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,36,2016-04-03 ~ 2016-04-09,What Do You Mean?%JUSTIN BIEBER,136,34,29,25,25,23,21,17,10,10,37
1,1372,0.00595238095238,0.0,0.0,1.0,0.0,37,2016-04-10 ~ 2016-04-16,What Do You Mean?%JUSTIN BIEBER,136,36,34,29,25,25,23,21,17,10,41
2,1373,0.00595238095238,0.0,0.0,1.0,0.0,41,2016-04-17 ~ 2016-04-23,What Do You Mean?%JUSTIN BIEBER,136,37,36,34,29,25,25,23,21,17,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,34,2016-04-03 ~ 2016-04-09,When We Were Young%ADELE,137,28,23,18,14,20,29,29,35,41,50
0,1372,0.304970289601,0.0,1.0,0.125,0.0,50,2016-04-10 ~ 2016-04-16,When We Were Young%ADELE,137,34,28,23,18,14,20,29,29,35,58
1,1373,3.22122216959,0.0,0.911764705882,0.03125,0.0,58,2016-04-17 ~ 2016-04-23,When We Were Young%ADELE,137,50,34,28,23,18,14,20,29,29,70
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Whisper%CHASE RICE,138,101,101,101,101,94,101,101,101,101,101
0,1372,33.1327433628,1.0,0.0,27.0,0.0,101,2016-04-10 ~ 2016-04-16,Whisper%CHASE RICE,138,101,101,101,101,101,94,101,101,101,101
1,1373,1.45126711011,1.0,0.0,23.0,0.0454545454545,101,2016-04-17 ~ 2016-04-23,Whisper%CHASE RICE,138,101,101,101,101,101,101,94,101,101,101
0,1372,0.00595238095238,0.0,0.0,1.0,0.0,45,2016-04-10 ~ 2016-04-16,White Iverson%POST MALONE,139,49,46,44,42,39,34,24,19,17,49
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,49,2016-04-03 ~ 2016-04-09,White Iverson%POST MALONE,139,46,44,42,39,34,24,19,17,16,45
0,1373,0.0119047619048,0.0,0.0,1.0,0.0,49,2016-04-17 ~ 2016-04-23,White Iverson%POST MALONE,139,45,49,46,44,42,39,34,24,19,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,66,2016-04-03 ~ 2016-04-09,Wild Things%ALESSIA CARA,140,69,80,91,101,101,101,101,101,101,58
0,1372,0.445076342956,1.0,0.0,3.0,0.0,58,2016-04-10 ~ 2016-04-16,Wild Things%ALESSIA CARA,140,66,69,80,91,101,101,101,101,101,60
1,1373,0.1266104735,1.0,0.0,4.0,0.333333333333,60,2016-04-17 ~ 2016-04-23,Wild Things%ALESSIA CARA,140,58,66,69,80,91,101,101,101,101,60
0,1373,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Wildest Dreams%TAYLOR SWIFT,141,101,101,101,101,46,46,38,35,34,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Wildest Dreams%TAYLOR SWIFT,141,101,101,46,46,38,35,34,34,28,101
0,1372,0.143031201992,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Wildest Dreams%TAYLOR SWIFT,141,101,101,101,46,46,38,35,34,34,101
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,13,2016-04-03 ~ 2016-04-09,Work From Home%FIFTH HARMONY ,142,16,12,101,101,101,101,101,101,101,12
1,1372,0.00595238095238,0.0,0.0,1.0,0.0,12,2016-04-10 ~ 2016-04-16,Work From Home%FIFTH HARMONY ,142,13,16,12,101,101,101,101,101,101,10
2,1373,0.00595238095238,0.0,0.0,1.0,0.0,10,2016-04-17 ~ 2016-04-23,Work From Home%FIFTH HARMONY ,142,12,13,16,12,101,101,101,101,101,9
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,1,2016-04-03 ~ 2016-04-09,Work%RIHANNA ,143,1,1,1,1,4,7,9,101,101,1
0,1372,1.71223631946,0.0540540540541,0.0,3.0,0.486486486486,1,2016-04-10 ~ 2016-04-16,Work%RIHANNA ,143,1,1,1,1,1,4,7,9,101,1
1,1373,2.75612964017,0.0512820512821,0.0,3.0,0.794871794872,1,2016-04-17 ~ 2016-04-23,Work%RIHANNA ,143,1,1,1,1,1,1,4,7,9,1
0,1372,0.00595238095238,0.0,0.0,1.0,0.0,32,2016-04-10 ~ 2016-04-16,You Should Be Here%COLE SWINDELL,144,32,38,43,50,55,54,57,60,70,31
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,32,2016-04-03 ~ 2016-04-09,You Should Be Here%COLE SWINDELL,144,38,43,50,55,54,57,60,70,82,32
0,1373,9164.38356164,0.406975585451,0.0613851519681,6.62074554295,1.83956153463,31,2016-04-17 ~ 2016-04-23,You Should Be Here%COLE SWINDELL,144,32,32,38,43,50,55,54,57,60,35
1,1374,19.9649737303,0.263157894737,0.0,6.0,0.526315789474,35,2016-04-24 ~ 2016-04-30,You Should Be Here%COLE SWINDELL,144,31,32,32,38,43,50,55,54,57,0
0,1371,0.00595238095238,0.0,0.0,1.0,0.0,23,2016-04-03 ~ 2016-04-09,Youth%TROYE SIVAN,145,58,58,67,80,88,85,101,101,101,36
1,1372,0.00595238095238,0.0,0.0,1.0,0.0,36,2016-04-10 ~ 2016-04-16,Youth%TROYE SIVAN,145,23,58,58,67,80,88,85,101,101,34
2,1373,0.00595238095238,0.0,0.0,1.0,0.0,34,2016-04-17 ~ 2016-04-23,Youth%TROYE SIVAN,145,36,23,58,58,67,80,88,85,101,46
