,artist,date,rank,song
9,PITBULL & NE-YO,2015-03-21,10 ,Time Of Our Lives
10,MEGHAN TRAINOR,2015-03-21,11 ,Lips Are Movin'
11,USHER featuring JUICY J,2015-03-21,12 ,I Don't Mind
12,SAM SMITH,2015-03-21,13 ,I'm Not The Only One
13,NICKI MINAJ featuring DRAKE & LIL WAYNE,2015-03-21,14 ,Truffle Butter
14,FALL OUT BOY,2015-03-21,15 ,Centuries
15,FETTY WAP,2015-03-21,16 ,Trap Queen
16,ZEDD featuring SELENA GOMEZ,2015-03-21,17 ,I Want You To Know
17,"NICKI MINAJ featuring DRAKE, LIL WAYNE & CHRIS BROWN",2015-03-21,18 ,Only
18,NE-YO featuring JUICY J,2015-03-21,19 ,She Knows
19,NICK JONAS,2015-03-21,20 ,Jealous
20,TAYLOR SWIFT,2015-03-21,21 ,Shake It Off
21,BIG SEAN featuring E-40,2015-03-21,22 ,I Don't Fuck With You
22,FLO RIDA featuring SAGE THE GEMINI & LOOKAS,2015-03-21,23 ,G.D.F.R.
23,NATALIE LA ROSE featuring JEREMIH,2015-03-21,24 ,Somebody
24,CHRIS BROWN & TYGA,2015-03-21,25 ,Ayo
25,SAM SMITH,2015-03-21,26 ,Stay With Me
26,LILLYWOOD & ROBIN SCHULZ,2015-03-21,27 ,Prayer In C
27,MEGHAN TRAINOR,2015-03-21,28 ,All About That Bass
28,ELLA HENDERSON,2015-03-21,29 ,Ghost
29,ARIANA GRANDE,2015-03-21,30 ,One Last Time
30,BEYONCE,2015-03-21,31 ,7/11
31,SAM HUNT,2015-03-21,32 ,Take Your Time
32,VANCE JOY,2015-03-21,33 ,Riptide
33,NICK JONAS,2015-03-21,34 ,Chains
34,MAROON 5,2015-03-21,35 ,Animals
35,BIG SEAN featuring DRAKE,2015-03-21,36 ,Blessings
36,KELLY CLARKSON,2015-03-21,37 ,Heartbeat Song
37,SIA,2015-03-21,38 ,Chandelier
38,RAE SREMMURD,2015-03-21,39 ,No Type
39,DRAKE,2015-03-21,40 ,Energy
40,ARIANA GRANDE & THE WEEKND,2015-03-21,41 ,Love Me Harder
41,CALVIN HARRIS featuring ELLIE GOULDING,2015-03-21,42 ,Outside
42,WALK THE MOON,2015-03-21,43 ,Shut Up And Dance
43,SIA,2015-03-21,44 ,Elastic Heart
44,O.T. GENASIS,2015-03-21,45 ,CoCo
45,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-03-21,46 ,Post To Be
46,IMAGINE DRAGONS,2015-03-21,47 ,I Bet My Life
47,BLAKE SHELTON featuring ASHLEY MONROE,2015-03-21,48 ,Lonely Tonight
48,COMMON & JOHN LEGEND,2015-03-21,49 ,Glory
49,"JESSIE J, ARIANA GRANDE & NICKI MINAJ",2015-03-21,50 ,Bang Bang
50,THOMAS RHETT,2015-03-21,51 ,Make Me Wanna
51,ONE DIRECTION,2015-03-21,52 ,Night Changes
52,COLE SWINDELL,2015-03-21,53 ,Ain't Worth The Whiskey
53,JASON ALDEAN,2015-03-21,54 ,Just Gettin' Started
54,BRETT ELDREDGE,2015-03-21,55 ,Mean To Me
55,TOVE LO,2015-03-21,56 ,Talking Body
56,DRAKE,2015-03-21,57 ,Legend
57,ZAC BROWN BAND,2015-03-21,58 ,Homegrown
58,J. COLE,2015-03-21,59 ,Apparently
59,LEE BRICE,2015-03-21,60 ,Drinking Class
60,SELENA GOMEZ,2015-03-21,61 ,The Heart Wants What It Wants
61,SAM SMITH,2015-03-21,62 ,Lay Me Down
62,NICKI MINAJ featuring BEYONCE,2015-03-21,63 ,Feeling Myself
63,CHRIS YOUNG,2015-03-21,64 ,Lonely Eyes
64,RANDY HOUSER,2015-03-21,65 ,Like A Cowboy
65,KID ROCK,2015-03-21,66 ,First Kiss
66,LUKE BRYAN,2015-03-21,67 ,I See You
67,THE WEEKND,2015-03-21,68 ,Often
68,FLORIDA GEORGIA LINE,2015-03-21,69 ,Sun Daze
69,DARIUS RUCKER,2015-03-21,70 ,Homegrown Honey
70,EMPIRE CAST featuring JUSSIE SMOLLETT & YAZZ,2015-03-21,71 ,You're So Beautiful
71,RAE SREMMURD featuring NICKI MINAJ & YOUNG THUG,2015-03-21,72 ,Throw Sum Mo
72,DRAKE,2015-03-21,73 ,10 Bands
73,ONEREPUBLIC,2015-03-21,74 ,I Lived
74,DRAKE,2015-03-21,75 ,Know Yourself
75,DIERKS BENTLEY,2015-03-21,76 ,Say You Do
76,TREY SONGZ,2015-03-21,77 ,Slow Motion
77,FALL OUT BOY,2015-03-21,78 ,Immortals
78,SHEPPARD,2015-03-21,79 ,Geronimo
79,BIG SEAN featuring KANYE WEST,2015-03-21,80 ,All Your Fault
80,JAMES NEWTON HOWARD featuring JENNIFER LAWRENCE,2015-03-21,81 ,The Hanging Tree
81,TYLER FARR,2015-03-21,82 ,A Guy Walks Into A Bar
82,TAYLOR SWIFT,2015-03-21,83 ,You Are In Love
83,LITTLE BIG TOWN,2015-03-21,84 ,Girl Crush
84,GEORGE EZRA,2015-03-21,85 ,Budapest
85,ERIC CHURCH,2015-03-21,86 ,Talladega
86,MIRANDA LAMBERT,2015-03-21,87 ,Little Red Wagon
87,PRINCE ROYCE featuring SNOOP DOGG,2015-03-21,88 ,Stuck On A Feeling
88,TORI KELLY,2015-03-21,89 ,Nobody Love
89,A THOUSAND HORSES,2015-03-21,90 ,Smoke
90,FIFTH HARMONY,2015-03-21,91 ,Sledgehammer
91,KANYE WEST featuring PAUL McCARTNEY,2015-03-21,92 ,Only One
92,KEITH URBAN featuring ERIC CHURCH,2015-03-21,93 ,Raise 'Em Up
93,JAKE OWEN,2015-03-21,94 ,What We Ain't Got
94,B.O.B featuring TREY SONGZ,2015-03-21,95 ,Not For Long
95,DEJ LOAF,2015-03-21,96 ,Try Me
96,BIG SEAN featuring KANYE WEST & JOHN LEGEND,2015-03-21,97 ,One Man Can Change The World
97,SILENTO,2015-03-21,98 ,Watch Me
98,BIG SEAN,2015-03-21,99 ,Paradise
99,DRAKE,2015-03-21,100,No Tellin'
0,MARK RONSON featuring BRUNO MARS,2015-03-28,1  ,Uptown Funk!
1,ED SHEERAN,2015-03-28,2  ,Thinking Out Loud
2,MAROON 5,2015-03-28,3  ,Sugar
3,ELLIE GOULDING,2015-03-28,4  ,Love Me Like You Do
4,RIHANNA & KANYE WEST & PAUL McCARTNEY,2015-03-28,5  ,FourFiveSeconds
5,TAYLOR SWIFT,2015-03-28,6  ,Style
6,THE WEEKND,2015-03-28,7  ,Earned It (Fifty Shades Of Grey)
7,HOZIER,2015-03-28,8  ,Take Me To Church
8,PITBULL & NE-YO,2015-03-28,9  ,Time Of Our Lives
9,TAYLOR SWIFT,2015-03-28,10 ,Blank Space
10,USHER featuring JUICY J,2015-03-28,11 ,I Don't Mind
11,FETTY WAP,2015-03-28,12 ,Trap Queen
12,MEGHAN TRAINOR,2015-03-28,13 ,Lips Are Movin'
13,NICKI MINAJ featuring DRAKE & LIL WAYNE,2015-03-28,14 ,Truffle Butter
14,"KANYE WEST featuring THEOPHILUS LONDON, ALLAN KINGDOM & PAUL",2015-03-28,15 ,All Day
15,FLO RIDA featuring SAGE THE GEMINI & LOOKAS,2015-03-28,16 ,G.D.F.R.
16,SAM SMITH,2015-03-28,17 ,I'm Not The Only One
17,FALL OUT BOY,2015-03-28,18 ,Centuries
18,NATALIE LA ROSE featuring JEREMIH,2015-03-28,19 ,Somebody
19,NE-YO featuring JUICY J,2015-03-28,20 ,She Knows
20,KELLY CLARKSON,2015-03-28,21 ,Heartbeat Song
21,ARIANA GRANDE,2015-03-28,22 ,One Last Time
22,"NICKI MINAJ featuring DRAKE, LIL WAYNE & CHRIS BROWN",2015-03-28,23 ,Only
23,TAYLOR SWIFT,2015-03-28,24 ,Shake It Off
24,NICK JONAS,2015-03-28,25 ,Chains
25,MEGHAN TRAINOR,2015-03-28,26 ,All About That Bass
26,CHRIS BROWN & TYGA,2015-03-28,27 ,Ayo
27,NICK JONAS,2015-03-28,28 ,Jealous
28,BIG SEAN featuring E-40,2015-03-28,29 ,I Don't Fuck With You
29,BIG SEAN featuring DRAKE,2015-03-28,30 ,Blessings
30,SAM HUNT,2015-03-28,31 ,Take Your Time
31,LILLYWOOD & ROBIN SCHULZ,2015-03-28,32 ,Prayer In C
32,SAM SMITH,2015-03-28,33 ,Stay With Me
33,ELLA HENDERSON,2015-03-28,34 ,Ghost
34,BEYONCE,2015-03-28,35 ,7/11
35,WALK THE MOON,2015-03-28,36 ,Shut Up And Dance
36,VANCE JOY,2015-03-28,37 ,Riptide
37,ZEDD featuring SELENA GOMEZ,2015-03-28,38 ,I Want You To Know
38,CALVIN HARRIS featuring ELLIE GOULDING,2015-03-28,39 ,Outside
39,MAROON 5,2015-03-28,40 ,Animals
40,SIA,2015-03-28,41 ,Chandelier
41,EMPIRE CAST featuring ESTELLE & JUSSIE SMOLLETT,2015-03-28,42 ,Conqueror
42,RAE SREMMURD,2015-03-28,43 ,No Type
43,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-03-28,44 ,Post To Be
44,SIA,2015-03-28,45 ,Elastic Heart
45,ZAC BROWN BAND,2015-03-28,46 ,Homegrown
46,EMPIRE CAST featuring JUSSIE SMOLLETT & YAZZ,2015-03-28,47 ,You're So Beautiful
47,CARLY RAE JEPSEN,2015-03-28,48 ,I Really Like You
48,ARIANA GRANDE & THE WEEKND,2015-03-28,49 ,Love Me Harder
49,BLAKE SHELTON featuring ASHLEY MONROE,2015-03-28,50 ,Lonely Tonight
50,DRAKE,2015-03-28,51 ,Energy
51,COLE SWINDELL,2015-03-28,52 ,Ain't Worth The Whiskey
52,TOVE LO,2015-03-28,53 ,Talking Body
53,ONE DIRECTION,2015-03-28,54 ,Night Changes
54,O.T. GENASIS,2015-03-28,55 ,CoCo
55,BRETT ELDREDGE,2015-03-28,56 ,Mean To Me
56,JASON ALDEAN,2015-03-28,57 ,Just Gettin' Started
57,SAM SMITH,2015-03-28,58 ,Lay Me Down
58,IMAGINE DRAGONS,2015-03-28,59 ,I Bet My Life
59,DRAKE,2015-03-28,60 ,Legend
60,CHRIS YOUNG,2015-03-28,61 ,Lonely Eyes
61,J. COLE,2015-03-28,62 ,Apparently
62,THOMAS RHETT,2015-03-28,63 ,Make Me Wanna
63,RAE SREMMURD featuring NICKI MINAJ & YOUNG THUG,2015-03-28,64 ,Throw Sum Mo
64,DRAKE,2015-03-28,65 ,Know Yourself
65,NICKI MINAJ featuring BEYONCE,2015-03-28,66 ,Feeling Myself
66,DARIUS RUCKER,2015-03-28,67 ,Homegrown Honey
67,TREY SONGZ,2015-03-28,68 ,Slow Motion
68,SELENA GOMEZ,2015-03-28,69 ,The Heart Wants What It Wants
69,JAMES NEWTON HOWARD featuring JENNIFER LAWRENCE,2015-03-28,70 ,The Hanging Tree
70,TAYLOR SWIFT,2015-03-28,71 ,New Romantics
71,FALL OUT BOY,2015-03-28,72 ,Immortals
72,DIERKS BENTLEY,2015-03-28,73 ,Say You Do
73,SHEPPARD,2015-03-28,74 ,Geronimo
74,DRAKE,2015-03-28,75 ,10 Bands
75,LUKE BRYAN,2015-03-28,76 ,I See You
76,TYLER FARR,2015-03-28,77 ,A Guy Walks Into A Bar
77,GEORGE EZRA,2015-03-28,78 ,Budapest
78,TORI KELLY,2015-03-28,79 ,Nobody Love
79,ONEREPUBLIC,2015-03-28,80 ,I Lived
80,FLORIDA GEORGIA LINE,2015-03-28,81 ,Sun Daze
81,RANDY HOUSER,2015-03-28,82 ,Like A Cowboy
82,A THOUSAND HORSES,2015-03-28,83 ,Smoke
83,KEITH URBAN featuring ERIC CHURCH,2015-03-28,84 ,Raise 'Em Up
84,MIRANDA LAMBERT,2015-03-28,85 ,Little Red Wagon
85,SILENTO,2015-03-28,86 ,Watch Me
86,ANDY GRAMMER,2015-03-28,87 ,"Honey, I'm Good."
87,LITTLE BIG TOWN,2015-03-28,88 ,Girl Crush
88,JAKE OWEN,2015-03-28,89 ,What We Ain't Got
89,ERIC CHURCH,2015-03-28,90 ,Talladega
90,BILLY CURRINGTON,2015-03-28,91 ,Don't It
91,FIFTH HARMONY featuring KID INK,2015-03-28,92 ,Worth It
92,CASHMERE CAT featuring ARIANA GRANDE,2015-03-28,93 ,Adore
93,ERIC PASLAY,2015-03-28,94 ,She Don't Love You
94,CIARA,2015-03-28,95 ,I Bet
95,MEEK MILL,2015-03-28,96 ,Monster
96,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2015-03-28,97 ,Where Are U Now
97,FIFTH HARMONY,2015-03-28,98 ,Sledgehammer
98,DEJ LOAF,2015-03-28,99 ,Try Me
99,B.O.B featuring TREY SONGZ,2015-03-28,100,Not For Long
0,MARK RONSON featuring BRUNO MARS,2015-04-04,1  ,Uptown Funk!
1,MAROON 5,2015-04-04,2  ,Sugar
2,ED SHEERAN,2015-04-04,3  ,Thinking Out Loud
3,ELLIE GOULDING,2015-04-04,4  ,Love Me Like You Do
4,RIHANNA & KANYE WEST & PAUL McCARTNEY,2015-04-04,5  ,FourFiveSeconds
5,THE WEEKND,2015-04-04,6  ,Earned It (Fifty Shades Of Grey)
6,TAYLOR SWIFT,2015-04-04,7  ,Style
7,SAM SMITH,2015-04-04,8  ,Lay Me Down
8,PITBULL & NE-YO,2015-04-04,9  ,Time Of Our Lives
9,FETTY WAP,2015-04-04,10 ,Trap Queen
10,HOZIER,2015-04-04,11 ,Take Me To Church
11,TAYLOR SWIFT,2015-04-04,12 ,Blank Space
12,FLO RIDA featuring SAGE THE GEMINI & LOOKAS,2015-04-04,13 ,G.D.F.R.
13,NICKI MINAJ featuring DRAKE & LIL WAYNE,2015-04-04,14 ,Truffle Butter
14,NATALIE LA ROSE featuring JEREMIH,2015-04-04,15 ,Somebody
15,USHER featuring JUICY J,2015-04-04,16 ,I Don't Mind
16,MEGHAN TRAINOR,2015-04-04,17 ,Lips Are Movin'
17,ARIANA GRANDE,2015-04-04,18 ,One Last Time
18,SAM SMITH,2015-04-04,19 ,I'm Not The Only One
19,NICK JONAS,2015-04-04,20 ,Chains
20,WALK THE MOON,2015-04-04,21 ,Shut Up And Dance
21,TAYLOR SWIFT,2015-04-04,22 ,Shake It Off
22,CHRIS BROWN & TYGA,2015-04-04,23 ,Ayo
23,ZEDD featuring SELENA GOMEZ,2015-04-04,24 ,I Want You To Know
24,FALL OUT BOY,2015-04-04,25 ,Centuries
25,NE-YO featuring JUICY J,2015-04-04,26 ,She Knows
26,SAM HUNT,2015-04-04,27 ,Take Your Time
27,MEGHAN TRAINOR,2015-04-04,28 ,All About That Bass
28,"NICKI MINAJ featuring DRAKE, LIL WAYNE & CHRIS BROWN",2015-04-04,29 ,Only
29,KELLY CLARKSON,2015-04-04,30 ,Heartbeat Song
30,MUMFORD & SONS,2015-04-04,31 ,Believe
31,NICK JONAS,2015-04-04,32 ,Jealous
32,BIG SEAN featuring E-40,2015-04-04,33 ,I Don't Fuck With You
33,SAM SMITH,2015-04-04,34 ,Stay With Me
34,BIG SEAN featuring DRAKE,2015-04-04,35 ,Blessings
35,BEYONCE,2015-04-04,36 ,7/11
36,CALVIN HARRIS featuring ELLIE GOULDING,2015-04-04,37 ,Outside
37,VANCE JOY,2015-04-04,38 ,Riptide
38,LILLYWOOD & ROBIN SCHULZ,2015-04-04,39 ,Prayer In C
39,MAROON 5,2015-04-04,40 ,Animals
40,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-04-04,41 ,Post To Be
41,ZAC BROWN BAND,2015-04-04,42 ,Homegrown
42,CIARA,2015-04-04,43 ,I Bet
43,ELLA HENDERSON,2015-04-04,44 ,Ghost
44,JASON DERULO,2015-04-04,45 ,Want To Want Me
45,TOVE LO,2015-04-04,46 ,Talking Body
46,SIA,2015-04-04,47 ,Chandelier
47,COLE SWINDELL,2015-04-04,48 ,Ain't Worth The Whiskey
48,SIA,2015-04-04,49 ,Elastic Heart
49,RAE SREMMURD,2015-04-04,50 ,No Type
50,"KANYE WEST featuring THEOPHILUS LONDON, ALLAN KINGDOM & PAUL",2015-04-04,51 ,All Day
51,ONE DIRECTION,2015-04-04,52 ,Night Changes
52,BRETT ELDREDGE,2015-04-04,53 ,Mean To Me
53,DRAKE,2015-04-04,54 ,Energy
54,MIRANDA LAMBERT,2015-04-04,55 ,Little Red Wagon
55,JASON ALDEAN,2015-04-04,56 ,Just Gettin' Started
56,CHRIS YOUNG,2015-04-04,57 ,Lonely Eyes
57,SHEPPARD,2015-04-04,58 ,Geronimo
58,O.T. GENASIS,2015-04-04,59 ,CoCo
59,IMAGINE DRAGONS,2015-04-04,60 ,I Bet My Life
60,RAE SREMMURD featuring NICKI MINAJ & YOUNG THUG,2015-04-04,61 ,Throw Sum Mo
61,DRAKE,2015-04-04,62 ,Legend
62,DARIUS RUCKER,2015-04-04,63 ,Homegrown Honey
63,TREY SONGZ,2015-04-04,64 ,Slow Motion
64,BLAKE SHELTON featuring ASHLEY MONROE,2015-04-04,65 ,Lonely Tonight
65,DRAKE,2015-04-04,66 ,Know Yourself
66,J. COLE,2015-04-04,67 ,Apparently
67,CARLY RAE JEPSEN,2015-04-04,68 ,I Really Like You
68,NICKI MINAJ featuring BEYONCE,2015-04-04,69 ,Feeling Myself
69,EMPIRE CAST featuring JUSSIE SMOLLETT & YAZZ,2015-04-04,70 ,You're So Beautiful
70,DIERKS BENTLEY,2015-04-04,71 ,Say You Do
71,GEORGE EZRA,2015-04-04,72 ,Budapest
72,JAMES NEWTON HOWARD featuring JENNIFER LAWRENCE,2015-04-04,73 ,The Hanging Tree
73,TYLER FARR,2015-04-04,74 ,A Guy Walks Into A Bar
74,THOMAS RHETT,2015-04-04,75 ,Make Me Wanna
75,SILENTO,2015-04-04,76 ,Watch Me
76,ANDY GRAMMER,2015-04-04,77 ,"Honey, I'm Good."
77,DRAKE,2015-04-04,78 ,10 Bands
78,FALL OUT BOY,2015-04-04,79 ,Immortals
79,TORI KELLY,2015-04-04,80 ,Nobody Love
80,LUKE BRYAN,2015-04-04,81 ,I See You
81,SELENA GOMEZ,2015-04-04,82 ,The Heart Wants What It Wants
82,A THOUSAND HORSES,2015-04-04,83 ,Smoke
83,KEITH URBAN featuring ERIC CHURCH,2015-04-04,84 ,Raise 'Em Up
84,JESSIE J,2015-04-04,85 ,Masterpiece
85,EMPIRE CAST featuring ESTELLE & JUSSIE SMOLLETT,2015-04-04,86 ,Conqueror
86,FIFTH HARMONY featuring KID INK,2015-04-04,87 ,Worth It
87,BILLY CURRINGTON,2015-04-04,88 ,Don't It
88,ONEREPUBLIC,2015-04-04,89 ,I Lived
89,LITTLE BIG TOWN,2015-04-04,90 ,Girl Crush
90,JAKE OWEN,2015-04-04,91 ,What We Ain't Got
91,ERIC PASLAY,2015-04-04,92 ,She Don't Love You
92,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2015-04-04,93 ,Where Are U Now
93,LUKE BRYAN,2015-04-04,94 ,Games
94,LUNCHMONEY LEWIS,2015-04-04,95 ,Bills
95,ECHOSMITH,2015-04-04,96 ,Bright
96,KENNY CHESNEY with GRACE POTTER,2015-04-04,97 ,Wild Child
97,TIM McGRAW with CATHERINE DUNN,2015-04-04,98 ,Diamond Rings And Old Barstools
98,CARRIE UNDERWOOD,2015-04-04,99 ,Little Toy Guns
99,WIZ KHALIFA featuring CHARLIE PUTH,2015-04-04,100,See You Again
0,MARK RONSON featuring BRUNO MARS,2015-04-11,1  ,Uptown Funk!
1,MAROON 5,2015-04-11,2  ,Sugar
2,ED SHEERAN,2015-04-11,3  ,Thinking Out Loud
3,ELLIE GOULDING,2015-04-11,4  ,Love Me Like You Do
4,RIHANNA & KANYE WEST & PAUL McCARTNEY,2015-04-11,5  ,FourFiveSeconds
5,THE WEEKND,2015-04-11,6  ,Earned It (Fifty Shades Of Grey)
6,TAYLOR SWIFT,2015-04-11,7  ,Style
7,FETTY WAP,2015-04-11,8  ,Trap Queen
8,PITBULL & NE-YO,2015-04-11,9  ,Time Of Our Lives
9,FLO RIDA featuring SAGE THE GEMINI & LOOKAS,2015-04-11,10 ,G.D.F.R.
10,TAYLOR SWIFT,2015-04-11,11 ,Blank Space
11,HOZIER,2015-04-11,12 ,Take Me To Church
12,NATALIE LA ROSE featuring JEREMIH,2015-04-11,13 ,Somebody
13,NICKI MINAJ featuring DRAKE & LIL WAYNE,2015-04-11,14 ,Truffle Butter
14,WALK THE MOON,2015-04-11,15 ,Shut Up And Dance
15,ARIANA GRANDE,2015-04-11,16 ,One Last Time
16,MEGHAN TRAINOR,2015-04-11,17 ,Lips Are Movin'
17,SAM SMITH,2015-04-11,18 ,Lay Me Down
18,USHER featuring JUICY J,2015-04-11,19 ,I Don't Mind
19,NICK JONAS,2015-04-11,20 ,Chains
20,SAM HUNT,2015-04-11,21 ,Take Your Time
21,CHRIS BROWN & TYGA,2015-04-11,22 ,Ayo
22,SAM SMITH,2015-04-11,23 ,I'm Not The Only One
23,TAYLOR SWIFT,2015-04-11,24 ,Shake It Off
24,MEGHAN TRAINOR,2015-04-11,25 ,All About That Bass
25,ZEDD featuring SELENA GOMEZ,2015-04-11,26 ,I Want You To Know
26,JASON DERULO,2015-04-11,27 ,Want To Want Me
27,KELLY CLARKSON,2015-04-11,28 ,Heartbeat Song
28,FALL OUT BOY,2015-04-11,29 ,Centuries
29,CALVIN HARRIS featuring ELLIE GOULDING,2015-04-11,30 ,Outside
30,"NICKI MINAJ featuring DRAKE, LIL WAYNE & CHRIS BROWN",2015-04-11,31 ,Only
31,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-04-11,32 ,Post To Be
32,BIG SEAN featuring DRAKE,2015-04-11,33 ,Blessings
33,BIG SEAN featuring E-40,2015-04-11,34 ,I Don't Fuck With You
34,MAROON 5,2015-04-11,35 ,Animals
35,NE-YO featuring JUICY J,2015-04-11,36 ,She Knows
36,SAM SMITH,2015-04-11,37 ,Stay With Me
37,NICK JONAS,2015-04-11,38 ,Jealous
38,TOVE LO,2015-04-11,39 ,Talking Body
39,VANCE JOY,2015-04-11,40 ,Riptide
40,ZAC BROWN BAND,2015-04-11,41 ,Homegrown
41,BEYONCE,2015-04-11,42 ,7/11
42,COLE SWINDELL,2015-04-11,43 ,Ain't Worth The Whiskey
43,LILLYWOOD & ROBIN SCHULZ,2015-04-11,44 ,Prayer In C
44,ONE DIRECTION,2015-04-11,45 ,Night Changes
45,SIA,2015-04-11,46 ,Chandelier
46,MEGHAN TRAINOR,2015-04-11,47 ,Dear Future Husband
47,SIA,2015-04-11,48 ,Elastic Heart
48,RAE SREMMURD,2015-04-11,49 ,No Type
49,CHRIS YOUNG,2015-04-11,50 ,Lonely Eyes
50,RAE SREMMURD featuring NICKI MINAJ & YOUNG THUG,2015-04-11,51 ,Throw Sum Mo
51,DRAKE,2015-04-11,52 ,Energy
52,"KANYE WEST featuring THEOPHILUS LONDON, ALLAN KINGDOM & PAUL",2015-04-11,53 ,All Day
53,IMAGINE DRAGONS,2015-04-11,54 ,I Bet My Life
54,DARIUS RUCKER,2015-04-11,55 ,Homegrown Honey
55,ANDY GRAMMER,2015-04-11,56 ,"Honey, I'm Good."
56,DRAKE,2015-04-11,57 ,Know Yourself
57,TREY SONGZ,2015-04-11,58 ,Slow Motion
58,SHEPPARD,2015-04-11,59 ,Geronimo
59,CIARA,2015-04-11,60 ,I Bet
60,KENDRICK LAMAR,2015-04-11,61 ,King Kunta
61,GEORGE EZRA,2015-04-11,62 ,Budapest
62,DRAKE,2015-04-11,63 ,Legend
63,O.T. GENASIS,2015-04-11,64 ,CoCo
64,DIERKS BENTLEY,2015-04-11,65 ,Say You Do
65,KENDRICK LAMAR,2015-04-11,66 ,The Blacker The Berry
66,MUMFORD & SONS,2015-04-11,67 ,Believe
67,BRETT ELDREDGE,2015-04-11,68 ,Mean To Me
68,SILENTO,2015-04-11,69 ,Watch Me
69,JASON ALDEAN,2015-04-11,70 ,Just Gettin' Started
70,NICKI MINAJ featuring BEYONCE,2015-04-11,71 ,Feeling Myself
71,MIRANDA LAMBERT,2015-04-11,72 ,Little Red Wagon
72,TYLER FARR,2015-04-11,73 ,A Guy Walks Into A Bar
73,TORI KELLY,2015-04-11,74 ,Nobody Love
74,J. COLE,2015-04-11,75 ,Apparently
75,DRAKE,2015-04-11,76 ,10 Bands
76,A THOUSAND HORSES,2015-04-11,77 ,Smoke
77,FIFTH HARMONY featuring KID INK,2015-04-11,78 ,Worth It
78,KEITH URBAN featuring ERIC CHURCH,2015-04-11,79 ,Raise 'Em Up
79,BLAKE SHELTON featuring ASHLEY MONROE,2015-04-11,80 ,Lonely Tonight
80,BILLY CURRINGTON,2015-04-11,81 ,Don't It
81,WIZ KHALIFA featuring CHARLIE PUTH,2015-04-11,82 ,See You Again
82,KENDRICK LAMAR,2015-04-11,83 ,Alright
83,TWENTY ONE PILOTS,2015-04-11,84 ,Fairly Local
84,FALL OUT BOY,2015-04-11,85 ,Immortals
85,SELENA GOMEZ,2015-04-11,86 ,The Heart Wants What It Wants
86,CARLY RAE JEPSEN,2015-04-11,87 ,I Really Like You
87,EMPIRE CAST featuring JUSSIE SMOLLETT & YAZZ,2015-04-11,88 ,You're So Beautiful
88,THOMAS RHETT,2015-04-11,89 ,Make Me Wanna
89,LUKE BRYAN,2015-04-11,90 ,I See You
90,KENDRICK LAMAR featuring GEORGE CLINTON & THUNDERCAT,2015-04-11,91 ,Wesley's Theory
91,ONEREPUBLIC,2015-04-11,92 ,I Lived
92,LUNCHMONEY LEWIS,2015-04-11,93 ,Bills
93,"KENDRICK LAMAR featuring BILAL, ANNA WISE & THUNDERCAT",2015-04-11,94 ,These Walls
94,LITTLE BIG TOWN,2015-04-11,95 ,Girl Crush
95,FLORIDA GEORGIA LINE,2015-04-11,96 ,Sippin' On Fire
96,ERIC PASLAY,2015-04-11,97 ,She Don't Love You
97,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2015-04-11,98 ,Where Are U Now
98,"KENDRICK LAMAR featuring BILAL, ANNA WISE & SNOOP DOGG",2015-04-11,99 ,Institutionalized
99,JAMES NEWTON HOWARD featuring JENNIFER LAWRENCE,2015-04-11,100,The Hanging Tree
0,MARK RONSON featuring BRUNO MARS,2015-04-18,1  ,Uptown Funk!
1,MAROON 5,2015-04-18,2  ,Sugar
2,ED SHEERAN,2015-04-18,3  ,Thinking Out Loud
3,ELLIE GOULDING,2015-04-18,4  ,Love Me Like You Do
4,THE WEEKND,2015-04-18,5  ,Earned It (Fifty Shades Of Grey)
5,FETTY WAP,2015-04-18,6  ,Trap Queen
6,TAYLOR SWIFT,2015-04-18,7  ,Style
7,RIHANNA & KANYE WEST & PAUL McCARTNEY,2015-04-18,8  ,FourFiveSeconds
8,FLO RIDA featuring SAGE THE GEMINI & LOOKAS,2015-04-18,9  ,G.D.F.R.
9,NATALIE LA ROSE featuring JEREMIH,2015-04-18,10 ,Somebody
10,PITBULL & NE-YO,2015-04-18,11 ,Time Of Our Lives
11,WALK THE MOON,2015-04-18,12 ,Shut Up And Dance
12,TAYLOR SWIFT,2015-04-18,13 ,Blank Space
13,HOZIER,2015-04-18,14 ,Take Me To Church
14,NICKI MINAJ featuring DRAKE & LIL WAYNE,2015-04-18,15 ,Truffle Butter
15,ARIANA GRANDE,2015-04-18,16 ,One Last Time
16,JASON DERULO,2015-04-18,17 ,Want To Want Me
17,SAM SMITH,2015-04-18,18 ,Lay Me Down
18,NICK JONAS,2015-04-18,19 ,Chains
19,SAM HUNT,2015-04-18,20 ,Take Your Time
20,CHRIS BROWN & TYGA,2015-04-18,21 ,Ayo
21,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-04-18,22 ,Post To Be
22,RIHANNA,2015-04-18,23 ,Bitch Better Have My Money
23,TAYLOR SWIFT,2015-04-18,24 ,Shake It Off
