,week,twitter_per_hour,pos_rate,neg_rate,ratio_pos_neg,favorite_rate,current_rank,date_period,Song_ID,Song_IDN,past_rank_1,past_rank_2,past_rank_3,past_rank_4,next_rank
0,15,1.99241774359,0.0,0.05,0.5,0.4,7,2016-04-10 ~ 2016-04-16,Stressed Out%TWENTY ONE PILOTS,118,5,4,3,3,7
1,16,0.728966285309,0.0,0.0,1.0,0.0,7,2016-04-17 ~ 2016-04-23,Stressed Out%TWENTY ONE PILOTS,118,7,5,4,3,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,63,2016-04-03 ~ 2016-04-09,Sugar%ROBIN SCHULZ ,119,51,44,45,47,68
0,15,9.13126188966,0.0357142857143,0.0,2.0,0.321428571429,68,2016-04-10 ~ 2016-04-16,Sugar%ROBIN SCHULZ ,119,63,51,44,45,68
1,16,3.14368240747,0.0,0.0,1.0,1.15384615385,68,2016-04-17 ~ 2016-04-23,Sugar%ROBIN SCHULZ ,119,68,63,51,44,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,33,2016-04-03 ~ 2016-04-09,Summer Sixteen%DRAKE,120,31,29,30,32,36
0,16,0.00595238095238,0.0,0.0,1.0,0.0,36,2016-04-17 ~ 2016-04-23,Summer Sixteen%DRAKE,120,36,33,31,29,0
0,15,0.00595238095238,0.0,1.0,0.5,0.0,36,2016-04-10 ~ 2016-04-16,Summer Sixteen%DRAKE,120,33,31,29,30,36
0,14,0.00595238095238,0.0,0.0,1.0,0.0,74,2016-04-03 ~ 2016-04-09,T-Shirt%THOMAS RHETT,121,80,84,92,101,63
0,15,103.919975627,0.591908531223,0.0184696569921,30.6363636364,7.33069481091,63,2016-04-10 ~ 2016-04-16,T-Shirt%THOMAS RHETT,121,74,80,84,92,63
1,16,127.378924998,0.0497215592681,0.00238663484487,18.0,8.97374701671,63,2016-04-17 ~ 2016-04-23,T-Shirt%THOMAS RHETT,121,63,74,80,84,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,42,2016-04-03 ~ 2016-04-09,Team%IGGY AZALEA,122,101,101,101,101,71
0,15,120.369931231,0.234042553191,0.0141843971631,14.7777777778,1.42730496454,71,2016-04-10 ~ 2016-04-16,Team%IGGY AZALEA,122,42,101,101,101,71
1,16,8.07591021193,0.142857142857,0.0186335403727,6.0,1.13043478261,71,2016-04-17 ~ 2016-04-23,Team%IGGY AZALEA,122,71,42,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,90,2016-04-03 ~ 2016-04-09,That Don't Sound Like You%LEE BRICE,123,92,93,88,92,64
0,15,32.3026118283,0.973977695167,0.0223048327138,37.5714285714,0.234200743494,64,2016-04-10 ~ 2016-04-16,That Don't Sound Like You%LEE BRICE,123,90,92,93,88,64
1,16,9.311569318,0.994350282486,0.00564971751412,88.5,0.158192090395,64,2016-04-17 ~ 2016-04-23,That Don't Sound Like You%LEE BRICE,123,64,90,92,93,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,28,2016-04-03 ~ 2016-04-09,The Hills%THE WEEKND,124,25,24,21,22,33
0,15,0.356718192628,0.0,0.0,1.0,0.0,33,2016-04-10 ~ 2016-04-16,The Hills%THE WEEKND,124,28,25,24,21,33
1,16,0.256355479598,0.0,0.0,1.0,0.0,33,2016-04-17 ~ 2016-04-23,The Hills%THE WEEKND,124,33,28,25,24,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,69,2016-04-03 ~ 2016-04-09,The Sound Of Silence%DISTURBED,125,73,76,81,88,51
0,15,0.623754656502,1.0,0.0,5.0,0.0,51,2016-04-10 ~ 2016-04-16,The Sound Of Silence%DISTURBED,125,69,73,76,81,51
1,16,0.49678665773,1.0,0.0,8.0,0.0,51,2016-04-17 ~ 2016-04-23,The Sound Of Silence%DISTURBED,125,51,69,73,76,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,57,2016-04-03 ~ 2016-04-09,Think Of You%CHRIS YOUNG duet with CASSADEE POPE,126,68,64,69,74,53
1,15,0.00595238095238,0.0,0.0,1.0,0.0,53,2016-04-10 ~ 2016-04-16,Think Of You%CHRIS YOUNG duet with CASSADEE POPE,126,57,68,64,69,53
2,16,0.00595238095238,0.0,0.0,1.0,0.0,53,2016-04-17 ~ 2016-04-23,Think Of You%CHRIS YOUNG duet with CASSADEE POPE,126,53,57,68,64,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Til It Happens To You%LADY GAGA,127,101,101,95,101,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Til It Happens To You%LADY GAGA,127,101,101,101,95,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Til It Happens To You%LADY GAGA,127,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,86,2016-04-03 ~ 2016-04-09,Try Everything%SHAKIRA,128,63,66,101,101,65
0,15,0.00595238095238,0.0,0.0,1.0,0.0,65,2016-04-10 ~ 2016-04-16,Try Everything%SHAKIRA,128,86,63,66,101,65
1,16,0.00595238095238,0.0,0.0,1.0,0.0,65,2016-04-17 ~ 2016-04-23,Try Everything%SHAKIRA,128,65,86,63,66,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Uber Everywhere%MADEINTYO,129,101,101,101,101,99
0,15,0.568735353748,0.0833333333333,0.0,2.0,0.0833333333333,99,2016-04-10 ~ 2016-04-16,Uber Everywhere%MADEINTYO,129,101,101,101,101,99
1,16,0.00595238095238,0.0,0.0,1.0,0.0,99,2016-04-17 ~ 2016-04-23,Uber Everywhere%MADEINTYO,129,99,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Untitled 02 I 06.23.2014.%KENDRICK LAMAR,130,101,79,101,101,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Untitled 02 I 06.23.2014.%KENDRICK LAMAR,130,101,101,79,101,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Untitled 02 I 06.23.2014.%KENDRICK LAMAR,130,101,101,101,79,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Untitled 07 I 2014-2016%KENDRICK LAMAR,131,101,90,101,101,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Untitled 07 I 2014-2016%KENDRICK LAMAR,131,101,101,90,101,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Untitled 07 I 2014-2016%KENDRICK LAMAR,131,101,101,101,90,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Uptown Funk!%MARK RONSON ,132,101,101,101,101,101
0,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Uptown Funk!%MARK RONSON ,132,101,101,101,101,101
1,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Uptown Funk!%MARK RONSON ,132,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Victorious%PANIC! AT THE DISCO,133,101,101,101,101,94
0,15,0.203157404664,0.5,0.0,3.0,1.0,94,2016-04-10 ~ 2016-04-16,Victorious%PANIC! AT THE DISCO,133,101,101,101,101,94
1,16,0.00595238095238,1.0,0.0,2.0,0.0,94,2016-04-17 ~ 2016-04-23,Victorious%PANIC! AT THE DISCO,133,94,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Walking On A Dream%EMPIRE OF THE SUN,134,101,101,99,90,101
0,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Walking On A Dream%EMPIRE OF THE SUN,134,101,101,101,101,0
0,15,2.48275862069,0.0,0.0,1.0,0.25,101,2016-04-10 ~ 2016-04-16,Walking On A Dream%EMPIRE OF THE SUN,134,101,101,101,99,101
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Watch Out%2 CHAINZ,135,101,91,98,89,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Watch Out%2 CHAINZ,135,101,101,91,98,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Watch Out%2 CHAINZ,135,101,101,101,91,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,We Went%RANDY HOUSER,136,91,75,60,63,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,We Went%RANDY HOUSER,136,101,91,75,60,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,We Went%RANDY HOUSER,136,101,101,91,75,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,37,2016-04-03 ~ 2016-04-09,What Do You Mean?%JUSTIN BIEBER,137,36,34,29,25,41
0,15,0.217835921143,0.0,1.0,0.166666666667,0.0,41,2016-04-10 ~ 2016-04-16,What Do You Mean?%JUSTIN BIEBER,137,37,36,34,29,41
1,16,0.881920627144,0.0,0.9,0.1,0.0,41,2016-04-17 ~ 2016-04-23,What Do You Mean?%JUSTIN BIEBER,137,41,37,36,34,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,50,2016-04-03 ~ 2016-04-09,When We Were Young%ADELE,138,34,28,23,18,58
0,15,24.2123893805,1.0,0.0,20.0,0.0,58,2016-04-10 ~ 2016-04-16,When We Were Young%ADELE,138,50,34,28,23,58
1,16,0.552198055036,1.0,0.0,6.0,0.0,58,2016-04-17 ~ 2016-04-23,When We Were Young%ADELE,138,58,50,34,28,0
0,15,0.00595238095238,0.0,0.0,1.0,0.0,49,2016-04-10 ~ 2016-04-16,White Iverson%POST MALONE,139,45,49,46,44,49
0,14,0.00595238095238,0.0,0.0,1.0,0.0,45,2016-04-03 ~ 2016-04-09,White Iverson%POST MALONE,139,49,46,44,42,49
0,16,0.00595238095238,0.0,0.0,1.0,0.0,49,2016-04-17 ~ 2016-04-23,White Iverson%POST MALONE,139,49,45,49,46,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,58,2016-04-03 ~ 2016-04-09,Wild Things%ALESSIA CARA,140,66,69,80,91,60
0,15,0.445076342956,1.0,0.0,3.0,0.0,60,2016-04-10 ~ 2016-04-16,Wild Things%ALESSIA CARA,140,58,66,69,80,60
1,16,0.00595238095238,1.0,0.0,2.0,1.0,60,2016-04-17 ~ 2016-04-23,Wild Things%ALESSIA CARA,140,60,58,66,69,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Wildest Dreams%TAYLOR SWIFT,141,101,101,101,46,101
0,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Wildest Dreams%TAYLOR SWIFT,141,101,101,101,101,0
0,15,0.0953541346612,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Wildest Dreams%TAYLOR SWIFT,141,101,101,101,101,101
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,With Them%YOUNG THUG,142,101,101,101,101,87
1,15,0.00595238095238,0.0,0.0,1.0,0.0,87,2016-04-10 ~ 2016-04-16,With Them%YOUNG THUG,142,101,101,101,101,87
2,16,0.00595238095238,0.0,0.0,1.0,0.0,87,2016-04-17 ~ 2016-04-23,With Them%YOUNG THUG,142,87,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,12,2016-04-03 ~ 2016-04-09,Work From Home%FIFTH HARMONY ,143,13,16,12,101,10
0,15,1.3420230612,0.0689655172414,0.0,3.0,0.48275862069,10,2016-04-10 ~ 2016-04-16,Work From Home%FIFTH HARMONY ,143,12,13,16,12,10
1,16,0.693750985442,0.0,0.0,1.0,0.727272727273,10,2016-04-17 ~ 2016-04-23,Work From Home%FIFTH HARMONY ,143,10,12,13,16,0
0,15,0.00595238095238,0.0,0.0,1.0,0.0,1,2016-04-10 ~ 2016-04-16,Work%RIHANNA ,144,1,1,1,1,1
0,14,0.00595238095238,0.0,0.0,1.0,0.0,1,2016-04-03 ~ 2016-04-09,Work%RIHANNA ,144,1,1,1,1,1
0,16,198.448275862,0.588401390096,0.0406168549088,14.414893617,2.03887923545,1,2016-04-17 ~ 2016-04-23,Work%RIHANNA ,144,1,1,1,1,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,32,2016-04-03 ~ 2016-04-09,You Should Be Here%COLE SWINDELL,145,32,38,43,50,31
1,15,0.00595238095238,0.0,0.0,1.0,0.0,31,2016-04-10 ~ 2016-04-16,You Should Be Here%COLE SWINDELL,145,32,32,38,43,31
2,16,0.00595238095238,0.0,0.0,1.0,0.0,31,2016-04-17 ~ 2016-04-23,You Should Be Here%COLE SWINDELL,145,31,32,32,38,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,36,2016-04-03 ~ 2016-04-09,Youth%TROYE SIVAN,146,23,58,58,67,34
0,15,23.4279126845,0.651428571429,0.0,115.0,0.571428571429,34,2016-04-10 ~ 2016-04-16,Youth%TROYE SIVAN,146,36,23,58,58,34
1,16,137.142006254,0.0114006514658,0.0169381107492,0.679245283019,11.8553745928,34,2016-04-17 ~ 2016-04-23,Youth%TROYE SIVAN,146,34,36,23,58,0
