,date_period,week,current_rank,twitter_per_hour,pos_rate,neg_rate,ratio_pos_neg,favorite_rate,Song_ID,Song_IDN,past_rank_1,past_rank_2,past_rank_3,past_rank_4,next_rank
0,2016-04-10 ~ 2016-04-16,15.0,43.0,0.00595238095238,0.0,0.0,1.0,1.0,Somewhere On A Beach%DIERKS BENTLEY,112,54.0,59.0,61.0,68.0,43.0
0,2016-04-10 ~ 2016-04-16,15.0,13.0,185.746797581,0.00126023944549,0.996849401386,0.00189513581807,1.13925645873,Sorry%JUSTIN BIEBER,114,11.0,8.0,8.0,5.0,13.0
1,2016-04-17 ~ 2016-04-23,16.0,13.0,14.993850947,0.00393700787402,0.992125984252,0.00790513833992,0.838582677165,Sorry%JUSTIN BIEBER,114,13.0,11.0,8.0,8.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,75.0,15.9322686165,0.0,0.0,1.0,0.0,Stand By You%RACHEL PLATTEN,115,77.0,61.0,47.0,42.0,75.0
1,2016-04-17 ~ 2016-04-23,16.0,75.0,0.941563293977,0.0,0.0,1.0,0.0,Stand By You%RACHEL PLATTEN,115,75.0,77.0,61.0,47.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,23.0,3.25635841226,0.294117647059,0.0588235294118,3.66666666667,0.5,Stitches%SHAWN MENDES,117,22.0,20.0,17.0,17.0,23.0
1,2016-04-17 ~ 2016-04-23,16.0,23.0,2.33926573048,0.833333333333,0.0185185185185,23.0,1.81481481481,Stitches%SHAWN MENDES,117,23.0,22.0,20.0,17.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,7.0,1.99241774359,0.0,0.05,0.5,0.4,Stressed Out%TWENTY ONE PILOTS,118,5.0,4.0,3.0,3.0,7.0
1,2016-04-17 ~ 2016-04-23,16.0,7.0,0.728966285309,0.0,0.0,1.0,0.0,Stressed Out%TWENTY ONE PILOTS,118,7.0,5.0,4.0,3.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,68.0,9.13126188966,0.0357142857143,0.0,2.0,0.321428571429,Sugar%ROBIN SCHULZ ,119,63.0,51.0,44.0,45.0,68.0
1,2016-04-17 ~ 2016-04-23,16.0,68.0,3.14368240747,0.0,0.0,1.0,1.15384615385,Sugar%ROBIN SCHULZ ,119,68.0,63.0,51.0,44.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,36.0,0.00595238095238,0.0,1.0,0.5,0.0,Summer Sixteen%DRAKE,120,33.0,31.0,29.0,30.0,36.0
0,2016-04-10 ~ 2016-04-16,15.0,63.0,103.919975627,0.591908531223,0.0184696569921,30.6363636364,7.33069481091,T-Shirt%THOMAS RHETT,121,74.0,80.0,84.0,92.0,63.0
1,2016-04-17 ~ 2016-04-23,16.0,63.0,127.378924998,0.0497215592681,0.00238663484487,18.0,8.97374701671,T-Shirt%THOMAS RHETT,121,63.0,74.0,80.0,84.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,71.0,120.369931231,0.234042553191,0.0141843971631,14.7777777778,1.42730496454,Team%IGGY AZALEA,122,42.0,101.0,101.0,101.0,71.0
1,2016-04-17 ~ 2016-04-23,16.0,71.0,8.07591021193,0.142857142857,0.0186335403727,6.0,1.13043478261,Team%IGGY AZALEA,122,71.0,42.0,101.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,64.0,32.3026118283,0.973977695167,0.0223048327138,37.5714285714,0.234200743494,That Don't Sound Like You%LEE BRICE,123,90.0,92.0,93.0,88.0,64.0
1,2016-04-17 ~ 2016-04-23,16.0,64.0,9.311569318,0.994350282486,0.00564971751412,88.5,0.158192090395,That Don't Sound Like You%LEE BRICE,123,64.0,90.0,92.0,93.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,33.0,0.356718192628,0.0,0.0,1.0,0.0,The Hills%THE WEEKND,124,28.0,25.0,24.0,21.0,33.0
1,2016-04-17 ~ 2016-04-23,16.0,33.0,0.256355479598,0.0,0.0,1.0,0.0,The Hills%THE WEEKND,124,33.0,28.0,25.0,24.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,51.0,0.623754656502,1.0,0.0,5.0,0.0,The Sound Of Silence%DISTURBED,125,69.0,73.0,76.0,81.0,51.0
1,2016-04-17 ~ 2016-04-23,16.0,51.0,0.49678665773,1.0,0.0,8.0,0.0,The Sound Of Silence%DISTURBED,125,51.0,69.0,73.0,76.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,65.0,0.00595238095238,0.0,0.0,1.0,0.0,Try Everything%SHAKIRA,128,86.0,63.0,66.0,101.0,65.0
1,2016-04-17 ~ 2016-04-23,16.0,65.0,0.00595238095238,0.0,0.0,1.0,0.0,Try Everything%SHAKIRA,128,65.0,86.0,63.0,66.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,99.0,0.568735353748,0.0833333333333,0.0,2.0,0.0833333333333,Uber Everywhere%MADEINTYO,129,101.0,101.0,101.0,101.0,99.0
1,2016-04-17 ~ 2016-04-23,16.0,99.0,0.00595238095238,0.0,0.0,1.0,0.0,Uber Everywhere%MADEINTYO,129,99.0,101.0,101.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,0.00595238095238,0.0,0.0,1.0,0.0,Uptown Funk!%MARK RONSON ,132,101.0,101.0,101.0,101.0,101.0
1,2016-04-17 ~ 2016-04-23,16.0,101.0,0.00595238095238,0.0,0.0,1.0,0.0,Uptown Funk!%MARK RONSON ,132,101.0,101.0,101.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,94.0,0.203157404664,0.5,0.0,3.0,1.0,Victorious%PANIC! AT THE DISCO,133,101.0,101.0,101.0,101.0,94.0
1,2016-04-17 ~ 2016-04-23,16.0,94.0,0.00595238095238,1.0,0.0,2.0,0.0,Victorious%PANIC! AT THE DISCO,133,94.0,101.0,101.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,2.48275862069,0.0,0.0,1.0,0.25,Walking On A Dream%EMPIRE OF THE SUN,134,101.0,101.0,101.0,99.0,101.0
0,2016-04-10 ~ 2016-04-16,15.0,41.0,0.217835921143,0.0,1.0,0.166666666667,0.0,What Do You Mean?%JUSTIN BIEBER,137,37.0,36.0,34.0,29.0,41.0
1,2016-04-17 ~ 2016-04-23,16.0,41.0,0.881920627144,0.0,0.9,0.1,0.0,What Do You Mean?%JUSTIN BIEBER,137,41.0,37.0,36.0,34.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,58.0,24.2123893805,1.0,0.0,20.0,0.0,When We Were Young%ADELE,138,50.0,34.0,28.0,23.0,58.0
1,2016-04-17 ~ 2016-04-23,16.0,58.0,0.552198055036,1.0,0.0,6.0,0.0,When We Were Young%ADELE,138,58.0,50.0,34.0,28.0,0.0
0,2016-04-17 ~ 2016-04-23,16.0,49.0,0.00595238095238,0.0,0.0,1.0,0.0,White Iverson%POST MALONE,139,49.0,45.0,49.0,46.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,60.0,0.445076342956,1.0,0.0,3.0,0.0,Wild Things%ALESSIA CARA,140,58.0,66.0,69.0,80.0,60.0
1,2016-04-17 ~ 2016-04-23,16.0,60.0,0.00595238095238,1.0,0.0,2.0,1.0,Wild Things%ALESSIA CARA,140,60.0,58.0,66.0,69.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,0.0953541346612,0.0,0.0,1.0,0.0,Wildest Dreams%TAYLOR SWIFT,141,101.0,101.0,101.0,101.0,101.0
0,2016-04-10 ~ 2016-04-16,15.0,10.0,1.3420230612,0.0689655172414,0.0,3.0,0.48275862069,Work From Home%FIFTH HARMONY ,143,12.0,13.0,16.0,12.0,10.0
1,2016-04-17 ~ 2016-04-23,16.0,10.0,0.693750985442,0.0,0.0,1.0,0.727272727273,Work From Home%FIFTH HARMONY ,143,10.0,12.0,13.0,16.0,0.0
0,2016-04-17 ~ 2016-04-23,16.0,1.0,198.448275862,0.588401390096,0.0406168549088,14.414893617,2.03887923545,Work%RIHANNA ,144,1.0,1.0,1.0,1.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,34.0,23.4279126845,0.651428571429,0.0,115.0,0.571428571429,Youth%TROYE SIVAN,146,36.0,23.0,58.0,58.0,34.0
1,2016-04-17 ~ 2016-04-23,16.0,34.0,137.142006254,0.0114006514658,0.0169381107492,0.679245283019,11.8553745928,Youth%TROYE SIVAN,146,34.0,36.0,23.0,58.0,0.0
